Manx,English,Page,Notes
Padjer Fastyr son Lught thie.,Evening Prayer for a Family.,153,
"Lig annane lhaih ny gra lesh ymmyrkey crauee ny goan shoh, yn chooid elley jeh’n thie geashtagh.","Let one read or say devoutly what followeth, the Rest of the Family attending.",153,
LIorish  foar Yee ta shin er heet gys toshiaght ny hoie shoh as ta shin chooish shen sniassey gys y laa jerrinagh ain.,BY the Favour of God we are come to the evening of this Day ; and we are so much nearer our latter end.,153,
Lig dooin shoh y ghoal gys nyn gree as guee er Jee shin y yanoo arloo son oor y vaish.,"Let us seriously consider this, and pray God to fit us for the Hour of Death.",153,
Lig dooin lesh Creeaghyn Arryssagh guee ersyn dy leih dooin nyn beccaghyn as dy livrey shin veih ny hoilk shen ta shin dy cairagh er hoilchin.,Let us with Penitent Hearts beseech him to pardon our Sins ; and to deliver us from the Evils which we have justly deserved.,153,
"Lig dooin goal as laue dy liassaghey cre erbee ta shin er yanoo as y raad, as padjer y yanoo gys Jee dy vod e ghrayse ve kinjagh marin.","Let us resolve to amend where we have done amiss, and pray God that his Grace may ever be with us.",153,
As dy vod mad ve sauchey fo’n coadey echyssyn oddys ny lomarcan nyn vendeil veih pooar y dorraghys.,"And that we may be safe under his Protection, who alone can defend us from the Powers of Darkness.",153,
Son ooilley ny bannaghtyn shoh lig dooin dy crauee padjer y ghoal.,For all which Blessings let us devoutly Pray.,154,
"[9] O Hiarn as Ayr Flaunyssagh, ta shin goal rish dty viys wooar, ayns gymmyrkey lien tra ta shin toilchin kerraghey ; ayns dy vel oo cur dooin reddyn ymmyrchagh y vea shoh as ayns soi-agh kiongoyrt rooin maynrys y Vea ta ry heet.","O  Lord, and Heavenly Father, We acknowledge thy great Goodness to us, in sparing us when we deserve Punishment ; In giving us the Necessaries of this Life, and in setting before us the Happiness of a Better.",154,
"Dy leih’n Jee Myghynagh nyn voilchin dooin, dy smaghtee e as dy liassee e, cre erbee yn aggair t’aynyn, myr ta shin gaase ayns eash dy vod mad gaase ayns Grayse, as myr sniassey ta shin tayrn gys y jerrey ain, dy bee mad chooish shen smoo arloo er y hon.","The Merciful God pardon our Offences ; Correct and Amend what is amiss in us, that as we grow in Years we may grow in Grace, and the nearer we come to our latter end, the better we may be pre pared for it.",154,
"Ayns mean y Vea ta shin ayns Baase. Hiarn dy der y smooinaghtyn shoh orrin ve kiarralagh cre’n aght nee mad beaghey, dy vod mad Pian sharroo yn Baase ta dy bragh farraghtyn y haghney.","In the midst of Life we are in Death. Lord grant that these thoughts may make us careful how we Live, that we may escape the bitter Pains of Eternal Death.",154,
Gow woin dy chooilley vee-hushtey creoghys Cree as rouyr kiarrail seihltagh.,"Take from us all Ignorance, hardness of Heart, and too much carefulness for the things of this Life.",154,
"Cur orrin ve nyn Lught thie aglagh roish Jee, biallagh gys yn aigney bannit echyssyn as nyn lane treshteil y choyrt ayns e vyghyn.","Make us an Houshold fearing God, submitting our selves to his good Pleasure, and putting our whole Trust in his Mercy.",154,
"Bannee Chiarn as Fir-reill ny Hellan shoh, yn Aspick as Bochyllyn shioltane Chreest as freill dooin ny sasyn grasoil as y shee as annanys bannit ta ain liorish y viys ayds.","Bless the Lord and Government of this Isle, The Bishop and Pastors of Christ’s Flock, and continue to us the Means of Grace, and the Blessings of Peace and Unity which by thy Goodness we enjoy.",154,
"Lig da dty vannaght, O Hiarn, ve marin dyn vendeil ayns dy chooilley ghaue, as dyn ngerjagh ayns dy chooilley Noidjys. As tra aagys shin y Vea shoh giall dy vod mad beaghey marts ayns y Vea ta dy bragh farraghtyn er graih Yeesey Creest","Let thy Blessing, O Lord, be with us, to defend us in all Dangers, and comfort us in all Adversities. And when we depart this Life, grant that we may dwell with thee in Life everlasting, for Jesus Christ’s sake.",154,
"Eaisht rooin, O Yee Vyghynagh, cha nee cordail rish yn tushtey annoon ainyn agh cordail rish bree slane y Phadjer shen ta Yeesey Creest er nynsagh dooin.","Hear us, O merciful God, not according to our weak Understanding, but according to the full meaning of that Form of Words which Jesus Christ hath taught us,",154,
"AYR AINS, T’ayns, &c.","OUR FATHER, which art, &c.",154,
Coyrle Yare as ymmyrchagh son Moghrey jy doonee.,A short and necessary Instruction for Sunday Morning.,155,
"TA’N Chiarn, vannee yn laa ayns shiaght, bannaghey adsyn ooilley ta dy reall eh dy casherick, as feer aglagh ta ny briwnyssyn echey er ny ve, orroosyn t’er vrishey eh.","THE Lord, who hath blesseth1 one Day in seven, blesseth all those that keep it Holy, and very terrible have been his Judgments upon them that have profaned it.",155,
"Shen-y-fa yn Currym ayds eh, er y laa mie shoh, dy chur dy liattee chooish as oddys oo, dy chooilley obber seihltagh, dy chooilley smooinnaght seihltagh as dy chooilley vaynrys seihltagh, dy vod oo ooilley’n ooashley T’ayns dy Phooar y choyrt da dt’er Croo. Liorish goal rish dy vel dty varrant er, liorish clashtyn rish e Ghoo as e Annaghyn ; Liorish e Vannaghtyn y yearee, as booise y chur da, son e Yiootyn.","It is your Duty, therefore, on this good Day, to lay aside, as much as possible, all worldly Business, all worldly Thoughts, all worldly Pleasures, that you may Honour your Creator to the best of your Power. By owing your dependence upon him ; by hearing his Word and his Commands ; By asking his Blessings, and giving him thanks for his Favours.",155,
"Eisht my she nyn vondeish chammah as nyn Maynrys eh, Jee y hirveish, yn Currym ain eh, dy ve ec y Hie roish toshiaght y Chirveish, dy hoilshaghey dy vel shin aglagh roish e ooashley as nagh lhow shin Oural niaufeeu y hebbal da ; dy hoilshagh dy vel shin dy jarroo gearee e vannaght as goal boggey ayns y hirveish e.","If then it is our Interest and our Happiness to serve God, it is our Duty to be at His House before his Service begins ; To shew that we fear His Majesty, and dare not offer Him a Lame Sacrifice, to shew that we do indeed desire his Blessing, and take delight in serving him.",155,
"Tra t’ow er-y-fa shen hoshiaght cheet stiagh ayns Thie Yee as er dty ghlioonyn, abber rhyt hene y Phadjer yare shoh.","When therefore you come into the House of God, and first Kneel down, say secretly this short Prayer.",155,
Padjer yiare son y tra hig oo stiagh ayns y Cheel.,A short Prayer at your coming into Church.,156,
"DY jean Spyrryd mie Yee mish y yanoo  agyndagh gys e hirveish as dy gooin e liam ayn, dy der y Chiarn dooin ooilley ennaghtyn firrinagh as bio jeh nyn ymmyrts as jeh e vyghyn as e eanish nyn Maskey, dy vod mad eshyn y hirveish lesh nyn Greeaghyn, chammah as lesh nyn Gallinyn as dy vod nyn Badjeryn ve er nyn glashtyn, son graih e Vac Yeesey Creest nyn Jiarn. Amen.","MAy the good Spirit of God dispose me unto and assist me in his Service ; The Lord give us all a true and lively Sense of our Wants, and of His Mercy and Presence amongst us, that we may serve him with our Hearts as well as with our Bodies, and that our Prayers may be heard for the sake of his Son Jesus Christ our Lord. Amen.",156,
"LUrg shoh eisht dy geir rish ny t[’]er ny ghra as er ny ghuee er y hon, cooinaght dy nee dty Phadjeryn hene ad ta chebbit seose gys Jee, agh nagh vel ayrn erbee ayd ayndoo, mannagh vel oo cur tastey da shen ny t’er ny yearee ayns dt’ennym.","AFter this attend diligently to what is said and pray’d for ; remembring that they are your Prayers which are offered up to God, but that you have no share in them if you do not mind what is asked in your Name.",156,
"Dy vod dty Chree gol lesh dty Phadjeryn, abber rhyt hene Amen myr shen dy row, lurg dy chooilley Accan.","That your Heart may go along with your Prayers, say softly, Amen, so be it, to every Petition. This is what the most unlearned may do, and it may be the most Learned cannot do better to keep their Minds intent upon what they are about.",156,
"Shoh oddys y vooinjer sloo ynsagh y yanoo, as foddee nagh vod ny Fir-ynsee smoo ny share y yanoo, dy reall nyn aignaghyn soit er ny t’ad my geart y mish.","When you confess your Sins, do it with great seriousness and concern, remembring that you are for ever undone, if you are not forgiven.",156,
"Tra t’ow goal rish dty Pheccaghyn jean eh lesh dy chooilley injillid as kiarrail, cooinaght dy vel oo callit son dy bragh mannagh vel dty Pheccaghyn er ny leih dhyt. As eisht jeagh lesh Gerjagh er cre ny Connaantyn nee Jee leih dhyt [12] my nee oo Arrys y ghoal as y sushtal y chredjal, t’ow shicker jeh leih peccaghyn son te er ny insh dhyt liorish fer, echey ta’n Oardagh shoh veih Creest hene. Jo. 20. 23. Quoi erbee ny peccaghyn ta shivish dy easley ta’d er ny easley, as quoi erbee ny peccaghyn nagh vel shiu dy easley, cha vel ad er ny leih daue.","And then hear with Comfort upon what Conditions God will Pardon you ; If you repent and believe the Gospel, you are sure to be forgiven, for you have it declared by one who hath this Commission from Christ himself. Joh. 20. 23. Whosoever Sins ye remit, they are remitted unto them, and whosoever Sins ye retain, they are retained.",156,
"Tra ta Goo Yee er ny lhaih ny er ny phreacheil, bee kiarralagh dy chooinaght er dy vod fys ve ayd er dty Churrym as er y Leagh vees son y chooilleeney eh. Dy vod oo tastey y chur da dellal Yee rish sheel-naue ayns kerraghey yn Veechrauee as ayns coadey as geeck y Chloan chrauee ; Dy vod fys ve ayd er aght y Chionnaght reesht as er graih wooar Yee ayns y choyrt eh gys kion ; Dy vod oo fakin y dangere t’er gerrey dhyt as y vaynrys ta soit kiongoyrt rhyt : cooinaght kinjagh dy vel Credjue, n’egooish nagh vod mad Jee y yanoo booiagh, cheet liorish clashtyn, as clashtyn cheet liorish goo Yee. Rom. 10. 17.","When the Word of God is read or preached be careful to mind it, that you may know your Duty and the Reward of doing it ; That you may observe the way of God’s dealing with Mankind, in punishing the Wicked, and in protecting and rewarding the Righteous ; That you may know the manner of our Redemption, and the great Love of God in bringing it to pass ; That you may see the Dangers you are liable to, and the Blessedness that is set before you, ever remembring that Faith, without which we cannot please God, cometh by Hearing, and Hearing by the Word of God. Rom. 10. 17.",157,
"As bee shicker dy nymmyrk oo oo hene lesh injillid as craueeaght wooar, choud as t’ow ayns Thie Yee as ayns yn eanish echey ; son tra lishagh oo ve er dty ghlioonyn gearree leih peccaghyn as bannaghtyn er Jee, ny ve dy hassoo cur molley dasyn ren Niau as Talloo y chroo, ayns ynnyd shoh y yanoo, my t’ow dy hoie as cadley er sool yn earish, ny dy mee-rioosagh jeaghyn as smooinaght er obbraghyn elley, eisht nee oo chyndaa veih Thie Yee lesh Mollaght as cha nee lesh Bannaght.","And be sure to behave your self with great Reverence and Devotion, while you are in the House and Presence of God ; for if when you should be on your Knees, asking God’s Pardon and Blessings, or standing to Praise the Creator of Heaven and Earth, if instead of doing so, you sit and sleep away the time, or carelessly gaze and think of other Matters, then will you return from God’s House with a Curse, and not with a Blessing.",157,
"[13] As ny yei adsyn share ta ny vud ain, lurg ooilley nyn giarrail ta oyr ain dy hirrey leih son nyn voilchyn dy jarroo ayns nyn Badjeryn. Shen-y-fa my nirree oo jeh dty ghlioonyn, abber er dt’aash yn Phadjer yare shoh.","And yet the very best of us, after all our care, have cause to beg pardon even for the Faults of our Devotions. Therefore before you rise from your Knees, say privately this short Prayer.",157,
Padjer yare roish my naag oo yn Cheell.,12  A short Prayer before you leave the Church.,158,
"DY  jean y Jee grasoil soiagh jeh nyn Gurrym as nyn shirveish, leih dooin nyn Annoonidyn, cur dooin ny ta ymmyrchagh son nyn Anmeenyn as nyn Gallinyn, as freill shin dy bragh fo dty choadey, son graih Yeesey Creest nyn saualtagh.","THE Good Lord accept of our Duty and Service ; Pardon our Sins and Infirmities ; give us what is needful for our Souls and for our Bodies, and keep us evermore under thy Protection, for the sake of Jesus Christ our Saviour.",158,
"AS nish nar lig e Jee dy jinnagh oo yn AND now God forbid that you should spend chooid elley jeh’n laa mie shoh, er t’ow er yanoo leid y toshiaght vie, y chaeu ayns Peccah as Fardail. Ny sleoi smooinee er cre’n aght smoo oddys oo ooashley y chur dasyn ren dty Chroo as dasyn ren dty Chionnagh reeisht.","the remainder of this good Day, so well begun, in Sin and Vanity. Rather think how you may do most Honour to your Creator and Redeemer.",158,
"My oddys oo lhaih, foddee oo chammah oo hene y ynsagh as adsyn nee clashtyn rhyt.","If you can read, you can both instruct your self, and them that will hear you.",158,
"My ta Cloan ayd as Mooinjer, foddee oo gynsagh daue kys nee ad aggle y ghoal as graih y choyrt as padjer y yanoo gys Jee.","If you have Children and Servants you can teach them how to Fear, and to Love, and to Pray to God.",158,
"As Mannagh vel ynsagh ayd, foddee oo cooinaght er ny t’ow er chlashtyn ec y Cheell, as gow kiarrail ort hene dy chooilleeney gys y tushtey share ny t’ow er dy ynsagh.","And if you are unlearned you can think of what you have heard at Church, and resolve to do, to the best of your Knowledge, as you have been taught.",158,
"[14] Eisht bee’n Chiarn mart dy dty vannaghey ayns y raad nee oo gimmeeaght, dy choadey as dy vishaghey oo. Son shoh te er yialdyn, Verryms ooashley dauesyn ver ooashley dou, as nee’m beg y hoiagh jeusyn ver dooai dou, 1 Sam. 2. 30.","Then will the Lord be with you to bless you in the way you go, to preserve and to prosper you. For this is what he hath declared, Them that Honour me, I will Honour, and they that despise me, shall be lightly esteemed. 1 Sam. 2. 30.",158,
13  Padjer son Moghrey jy Doonee.,A Prayer for Sunday Morning.,159,
"Hiarn, t’er chasherickey’n laa mie shoh gys dty hirveish hene, cur grayse dooin dy reall eh, dy vod eh ve toshiaght shaghtyn vannee dooin, as nagh dhuit veg jeh dty vriwnyssyn orrin son y vrishey eh. Soi ayns nyn Greeaghyn yn Raa mooar firrinagh shoh, nagh vel ain ayns shoh ynnyd vaghee dy vod mad dy creeney as ayns tra kiarrail son Bea elley : as giall dy vod yn obber wooar shoh cur orrin ve feer agyndagh dy ynsagh nyn Gurrym, as dy yanoo ny tow’s1 dy harey dooin. As bannit dy rou Jee dy vel Kialteenyn ain dy gholl huc, dy vel earish ain dy hirveish nyn Ver Croo, Dy vel saggyrtyn ain dyn ynsagh shin. Dy bishee yn Chiarn y Laboraght oc as dy der e grayse dooinyn dy ghoal vondeish liorish, dy vod adsyn as shinyn Doonagh vees dy bragh farraghtyn y gheddyn, marish dty Noo’ghyn ayns Niau, son graih Yeesey Creest. Amen.","O Lord, who hast consecrated this good  O  [15]  Day to thy Service, give us Grace so to observe it, that it may be the Beginning of a happy Week to us ; and that none of thy Judgments may fall upon us for profaning it. Fix in our Hearts this great Truth that here we have no abiding Place, that we may seriously and timely provide for another Life : and grant that this great concern may make us very desirous to learn our Duty, and to do what thou requirest of us. And blessed be God that we have Churches to go to, that we have time to serve our Creator, that we have Pastors to teach us. The Lord prosper their Labours, and give us Grace to profit by them, that they and we may enjoy an everlasting Sabbath with thy Saints in Heaven, for Jesus Christ’s sake. Amen.",159,
_____________________________________  __________________________________  Ynsaghey ashagh as ymmyrchagh son Fastyr jy doonee.,A plain and useful Instruction for Sunday Evening.,159,
"My chion Kiaralys Yee, ny e Chreenaght as e Viys ayns Reill y Teihll.","Concerning the Providence of God, or his Wisdom and Goodness in governing the World.",159,
"DY vel Jee mooar as aggle mooar dy ve goit roish, ta fys ain er, liorish y seihl te er yanoo as veih e vriwnyssyn aglagh.","THat God is Great, and to be greatly feared, we know by the World He hath made, and from his dreadful Judgments.",159,
"Dy vel Jee mie as graih as ooashley dy ve er ny choyrt da, ta fys ain er, liorish y chiarrail t’echey jeh ooilley ny ren e chroo.","That God is Good, and to be loved and worshipped, we are convinced from His care of the whole Creation.",160,
"Son ta e Vyghyn meigh harrish ooilley e obber, Psal. 145. 9. shen-y-fa t’ec e Chreturyn gerjagh yn Fliaghey as y Ghrian, Beaghey as Fastee, t’an Talloo gymmyrkey y Vess, as y Faarkey jeant magh lesh creturyn er skyn earoo.","For his tender Mercies are over all his Works. Psal. 145. 9. Therefore have his Creatures the comfort of the Rain and Sun, of Food and Shelter ; the Earth yields its increase, and the Seas are stored with Creatures innumerable.",160,
"Ayns Laue Yee t’ad shoh as dy chooilley vannaght elley, Te cummal woin ny cur dooin ad, lurg e aigney mie hene, dy ynsagh dooin dy nee aynsyn ta shin ooilley treshteil, nagh vel dooinney beaghey liorish Arran ny lomarcan, ny liorish y Tarroose echey hene agh liorish Kiarrailys flaunyssagh Yee, ta goardaghey dy chooilley stayd Bea, son y chooid share dauesyn nagh vod reih er nyn son hene.","In the Hand of God are these and all other Blessings, which he witholds or giveth according to his good Pleasure, to teach us that we wholly depend on Him ; That Man liveth not by Bread alone, nor by his own Industry, but by the Providence of God, who ordereth all Conditions of Life for the best for those that cannot chuse for themselves.",160,
"[16] As my Te liggey da part ve Bought, te son dy nee shen y stayd share er nyn son nish, agh nee e cooilleeney mooar daue ayns y nah heihll son ny ta’d ny eme ayns y teihll shoh, my vees ad booiagh as Onneragh, gyn ve jummoogh rish y stayd oc hene ny troo mish stayd eallee elley.","And if He suffers some to be Poor, it is because that Condition is best for them now ; but he will make them a great Amends in the next World, for what they want in this, if they will be Content and Honest, neither murmur at their own Lot, nor Envy that of others.",160,
"Tra ta Jee cur Berchys cha vel e dy choyrt ad, dyn stroie shin, agh dy phrowal nyn voays son mannagh vel shin ard-aignagh, mannagh vel shin treshteil ayns Berchys niauhicker, agh ayns y Jee bio, my ta shin janoo mie lieu as dy cree-oil reyn gys ymmyrts eallee elley, eisht ta Berchys Bannaght firrinagh as cooney dy hayrn shin gys y Vea ta dy bragh er-mayrn, 1 Tim. 6. 17.","When God giveth Riches, it is not to make them an occasion of our Ruin, but to try our Vertue ; for if we are not high Minded, if we trust not in uncertain Riches, but in the living God ; if we do good with them, and readily distribute to the Necessities of others, then are Riches a real Blessing, and help to bring us to eternal Life, 1 Tim. 6. 17.",160,
"My Te lie e laue orrin, cha vel e dy yanoo eh son dy vel taitnys erbee echey ayns trimshey e Chreturyn, agh ta jeaghyn daue nyn nrogh yanoo. Te fosley nyn gleays gys ynsaghey, dy vod ad chyndaa veih mee-chraueeys as nyn Anmeenyn y hauail veih’n Baase ta dy bragh farraghtyn, Job. 36. 9.","If he bringeth us into affliction, it is not that he is pleased with the Miseries of his Creatures, but He is shewing them their Transgression, He is opening their Ear to Discipline, that they may return from Iniquity, and save their Souls from Death Etermal. Job. 36. 9.",161,
"My te surrance dooin ve er nyn miolaghey, cha nee son dy jean mad tuittym, agh dy chur orrin ennaghtyn share ve ain jeh nyn Annoonid hene, dy vod mad cheet huggeysyn son cooney, huggey, ta shin cur nyn marrant as cha lig e dooin ve er nyn miolagh, er skyn ny oddys mad y ymmyrkey, agh cooilleenee e nyn obbraghyn fardalagh lesh maynrys er skyn tushtey.","If He suffer us to be Tempted, it is not that we might fall, but to make us more sensible of our own Weakness, that we may come to Him for Help on whom we depend, who will not suffer us to be Tempted above what we are able to bear ; And who will reward our poor Endeavours with unspeakable Happiness.",161,
"[17] My ta deney Mooinjer ain, she Bannaght ad veih Jee ; as my ta Noidjin ain, ta’d slattyn ayns e laue dy smaghtagh shin er nonney dy chur orrin ve kiarralagh jeh nyn raadjin.","If we have Friends, it is the Favour of God to us ; and if we have Enemies, they are Rods in His Hand, either to correct, or to make us careful of our ways.",161,
"Ta’n Jouyll hene y spyrryd Pooaral shen fo sarey Yee, dy chooilleeney e Vriwnyssyn er y Vee-chrauee, tra nagh lias dauesyn ta treshteil ayns y Chiarn aggle y ghoal rooish1 red erbee.","The Devil himself, that powerful Spirit, is under God’s Command, to execute his Judgments upon wicked Men, while they that trust in the Lord have nothing to fear, for he hath no Power to hurt them.",161,
"Smaynrey shin, ain ta fys er ny reddyn shoh as bee mad dy bragh bannit, my nee mad beaghey cordail rish y Credjue shoh.","Happy are we who know these things now, and we shall be for ever happy if we live according to this Belief.",161,
"Son eisht nee mad treshteil ayns y Chiarn lesh ooilley nyn Gree, as cha der mad nyn marrant gys y Tushtey ain hene, Prov. 3. 5.","For then we shall trust in the Lord with all our Heart, and not lean unto our own Understanding.",161,
"Nee mad geamagh huggey son ny vees shin ny ymmyrts as nee shin ny ver e dooin y ghoal dy booisal. Son jean mad reddyn mie y ghoal veih Laue Yee, as nagh gow mad rish reddyn olk myrgeddyn ? Job. 2. 10.","We shall call upon Him for what we want, and thankfully receive what he is pleased to send. For shall we receive Good at the hand of God, and shall we not receive Evil ? Job. 2. 10.",161,
"Nee mad treshteil son y Foar echey tra ta shin smooinaght dy mie, as cha jeagh shin dy bragh son e Vannaght tra ta nyn giarrail olk.","16  We shall hope for his Favour when we mean well, and never expect His Blessing when our designs are Evil.",162,
"Jeagh mad er Tra Yee myr y Tra share as cha naase mad niau-hurransagh, tra nagh vel nyn earree er ny choyrt dooin.","We shall look upon God’s Time as the Best, and not grow impatient when our desires are not answer’d.",162,
"Nee shin goal rish e Laue ayns dagh nee nee taghert dooin, as treshteil gys e vyghyn dy jarroo tra te corree rooin, toiggal dy vel dagh nee gobbragh son y vie ocsyn ta graihagh er Jee, Rom. 8. 28. Myr shoh nee mad vaghey fo coadey yn Jee smoo ard, as bee shin sauchey veih aggle olk.","We shall acknowledge His Hand in every thing that befalleth us, and hope for his Mercy even when He is Angry, knowing that all things shall work together for good to them that Love God. Rom. 8. 28. Thus shall we dwell under the Defence of the Most High, and shall be secure from fear of Evil.",162,
Padjer son Fastyr jy doonee.,A Prayer for Sunday Evening.,162,
"YEE ooilley niartal, liort va dagh nee er ny chroo as t’ad er nyn goadey, cur Creeaghyn dooin dy hoiggal shoh as grayse dy smooinaght er, dy vod mad shin hene as ooilley ny t’ain y hymney gys y Chiarrail Vyghynagh ayds, dy vod shin dy bragh jeaghyn seose hoods son ny ta shin ny eme, ve booisal son dty vannaghtyn, gyn dy bragh shassoo noi ny t’ow dy oardagh myn gion ny meerioose y yanoo er ny sasyn graysoil ta’n viys ayds dy chur dooin. As bannit dy row Jee, t’er chur dooin reau shen bare er nyn son, ta dyn vreall shin veih dangere as t’er hilgey nyn gouyr ny share ny oddagh nyn obbraghyn y hoilchin. Dy jean y Chiarn mie cur orrin cooinaght er nyn Gurrym, naght myr ta shin dy mennick clashtyn cre’n aght lishagh shin gimmeeaght as Jee y yanoo booiagh, dy vod mad tannaghtyn dy yanoo shen gys jerrey nyn seihll, trooid Yeesey Creest nyn Jiarn. Amen.","ALmighty God, by whom all things were made, and are preserved, give us Hearts to know, and Grace to consider this, that we may cheerfully commit our selves, and all that belong to us, to thy merciful Care ; That we may ever look up to thee for what we want, be thankful for thy Favours, never resist thy Dealings with us, nor neglect the Means of Grace which thy Providence affords us. And Blessed be God, who giveth us what is ever best for us, who keepeth us from Dangers, and hath provided for us better than all our Works can deserve. The Good Lord make us mindful of our Duty, that as we often hear how we ought to walk and to please God, we may continue to do so unto our lives end, through Jesus Christ our Lord. Amen.",162,
Coyrle Yare as ashagh couyr y Chreestiaght Chasherick y ghoal dy feeu.,Short and Plain Directions for the Worthy Receiving of the Lord’s-Supper.,163,
"TRA ta er ny insh dy vel Shibbar y Chiarn dy ve er ny hirveish, gow kiarrail nagh jyndaa oo dty ghreem rish.","WHEN Notice is given that the Lord’s Supper is to be Administered, resolve not to turn your back upon it.",163,
"Son dy vel Yeesey Creest er chur y sarey shoh dooin dy reall seose cooinaghtyn y Vaase echyssyn, Luke 22. 19.","Because Jesus Christ hath commanded us, Thus to keep up the Remembrance of his Death. Luke 22. 19.",163,
"As son dy nee shoh’n ynrycan Gerjagh t’ec Peccee, son trooid credjue ayns e ooill ta shin geddyn leih son nyn beccaghyn, as ta shin jeant nyn sheshaghyn ayns Eiraght Reereeaght Niau.","And because this is the only Comfort of Sinners. For through faith in his Blood we obtain the Pardon of our Sins, and are made Partakers of the Kingdom of Heaven.",163,
As eisht shegin dhyt smooinaght cre’n aght oddys oo yn Chreestiaght shoh y ghoal dy feeu.,But then you must consider how you may receive this Sacrament worthily.,163,
"As er son foddee nagh vel coyrle erbee arragh ayd, dy eyrt er agh shen t’er ny choyrt tra te er ny insh dy vel Creestiaght dy ve ayn, Lishagh oo geashtagh dy imneagh rish y choyrle shen liorish t’an raad as ny sasyn ooilley dy yanoo oo hene arloo son Board y Chiarn, er ny ynsagh dhyt.","And, because it may be you have no other helps besides the Direction given when you have Notice of the Sacrament, you should hearken diligently to that Exhortation, by which you are fully taught the way and means of preparing your self for the Lord’s Table.",163,
"As eisht smooinee dy dowin aynyd hene,","And then seriously consider with your self,",163,
"1. Vel oo dy jarroo gearree as janoo chooish as oddys oo, dy hauail dt’annym.","1. Whether in truth you desire and will do your best, to save your Soul.",163,
2. Vel oo kiarralagh nagh jean oo red erbee ta dty Chooinsheanse hene ny Goo Yee goardagh dhyt gyn y yanoo.,"2. Whether you resolve not to do any thing, which your own Conscience, or God’s Word forbid you.",163,
"[20] 3. Jean oo streeu noi ny peccaghyn shen, ayndoo t’ow roa arloo dy huittym, liorish chea veih Miolaghyn, as guee son grayse dy gheddyn barriaght orroo.","3. Whether you will strive against those Sins which you are most apt to fall into, by avoiding Temptations, and praying for Grace to overcome them.",164,
"4. Jean oo ooilley’n liasagh oddys oo dauesyn ta oyr oc dy phleint ort, as dauesyn t’ow er nianoo aggair.","4. Whether you will make what satisfaction you can to such as have reason to complain of you, or have been injured by you.",164,
"5. Vel oo arloo dy leih, as dy chur graih as dy yanoo mie da feallagh elley, fakin dy vel Jee er ny ve cha mie as cha dooie dhyts.","5. Whether you are ready to forgive, and Love, and do good to others, since God is so good and kind to you.",164,
"6. As er jerrey ooilley jeagh vel oo cur dty lane treshteil ayns Myghyn Yee, son graih Baase Chreest, as vel oo booisal er y hon.","6. And lastly, whether you wholly depend upon the Mercy of God for the sake of Christ’s Death, and are thankful for it.",164,
"Nish my t’ow gennaghtyn dty Chree soit myr shoh, eisht ayns ennym Yee gow gys y Chreestiaght.","Now, if you find your Heart thus disposed, then in God’s name go to the Sacrament.",164,
"Agh bee shicker dy gooinee oo er ooilley ny t’er ny ghra as er ny yanoo ayns shen, as ynsee shen dty churrym dhyt as cooinee eh liat ve crauee.","But be sure to mind all that is said and done there ; and that will teach you your Duty, and help to make you devout.",164,
"Shen-y-fa tra ta coyrle er ny choyrt dhyt dy chooinaght er ny Boughtyn as Chiaglym jeant er nyn son, easht rish cre ny gialdynyn mooar ta Jee er yanoo dauesyn ta giastylagh as kiar dy chur red ennagh lurg dty phooar, as cre’d1 nagh bee e caillit.","When therefore you are exhorted to remember the Poor, and a Collection is made for them, hear what great Promises God hath made to such as are Charitable ; and resolve to give something according to your Ability, and be confident it will not be lost.",164,
"Lig da dty Chree gol lesh ooilley ny Padjeryn as abber Amen as dt’aash, gys dy chooilley aghin, as eisht t’ad dy jarroo ny Padjeryn ayd hene as freillee shoh dty smooinaghtyn veih shaghrynys. Tra chlinnys oo cre’n red eunyssagh as gerjolagh eh, dy ghoal y Chreestiaght dy feeu, as cre cha dangeragh as te dy ghoal eh dy niau-feeu, trog seose dty Chree as guee er Jee dt’annoonidyn y leih dhyt, marish dagh nee ta giare ayns y janoo arloo ayd.","Let your Heart go along with all the Prayers, and softly say Amen to every Petition, and then they are truly your Prayers, and this will keep your Thoughts from wandring. When you hear how Divine and Comfortable a thing it is to receive this Sacrament worthily, and how dangerous it is to receive unworthily ; lift up your Hearts, and pray God to Pardon your Infirmities, and what is wanting in your Preparations.",164,
"[21] Tra t’ow er dt’eam dy ghoal rish dty pheccaghyn dy injil gys Jee ooilley-niartal, jeagh dy vel ooilley dty chree gol lesh y Thaggyrt, as jean padjer imlee dy vod ayrn y ve ayd ayns y Leih peccaghyn t’ayns shen er ny hebbal.","When you are called upon to make your Humble Confession to Almighty God, be sure to let your whole Heart go along with the Minister ; and humbly pray that you may have a share in that Pardon which is then pronounced.",164,
"Tra ta ny goan gerjolagh ren Creest as e Ostylyn y loart roosyn ta dy firrinagh chyndaa gys Jee, er ny lhaih ; smooinee cre’n vyghyn eh, dy leih Jee dooin as dy gow e shin stiagh ayns foar er leid ny Connaantyn grasoil shen as nagh lias da’n Peccagh smoo ve as treshteil foar.","When the comforatable Words of Christ and his Apostles, to such as truly turn unto God, are read, think what a Mercy-it is, that God will forgive and receive us into Favour upon such gracious Terms, that the greatest Sinner needs not despair of Favour.",165,
