English,Manx
"He hath also obtained for us the Assistance of an Almighty Spirit, to enable us to know, and to do, what is necessary to fit us for Heaven and Happiness;—And he has prevailed with God, that these shall be our certain Portion, if we are not wanting to ourselves.—In one Word, Jesus Christ hath entirely freed us from all Fears of what may come hereafter, if it is not purely our own Fault.","T’eh myrgeddin er chosney dooin Cooney Spyrryd Ooilley-niartal, dy niartaghey shin dy hoiggal, as dy yannoo shen, ta ymmyrchagh dy yannoo shin aarloo son Niau as Maynrys;—As t’eh er gheddyn veih Jee, dy bee ad shoh nyn Eiraght shickyr, mannagh bee eh kyndagh rooin henc.—Ayns un Ockle, ta Yeesey Creest dy bollagh er reaghey shin veih dy chooilley Aggle jeh ny oddys cheet ny lurg shoh, mannagh nee ooilley-cooidjagh yn Foill ain hene eh."
The most unlearned Christian may know what is required of him.,Foddee yn Creestee sloo ynsit toiggal cre ta e Churrym.
The greatest Sinner may [45] depend upon Pardon on his Repentance.,"Foddee yn Peccagh smoo [45] jerkal rish Leih e Pheccaghyn, my t’eh goaill Arrys."
The weakest Christian may rely upon all necessary Assistance; and the meanest Christian is sure not to be overlooked.,Foddee yn Creestee s’annooinee ve shickyr dy vow eh dy chooilley Chooney ymmyrchagh; as ta’n Creestee s’boghtey shickyr nagh bee beg soit jeh.
"By all which you may perceive what Thanks you owe to God for your great and good Redeemer, and for what he has done and suffered for you—which you will do well to express in some such manner as this:","Liorsh shoh ooilley foddee oo toiggal cre’n Booise t’ou lhiastyn da Jee son dty Haualtagh mooar as mie, as son ny t’eh er n’yannoo as er hurranse er dty hon.—As nee oo dy mie dy hoilshaghey eh ayns lheid ny Goan shoh."
,
The PRAYER.,Yn PHADJER.
,
"GIVE me leave, O God, to mention before Thee the Death of thy Son, and the infinite Blessings I have received thereby:—Add this to all thy Favours, I beseech Thee, that I may never forget these Mercies;—Never forget to be thankful for them—But that I may preserve the Remembrance of them in the Manner which he hath ordained—I thank Thee, O God, for that Word, in which thou hast caused these thy Mercies, and his Example to be recorded.—Make me truly sensible of that Love which brought him down from Heaven; And how fad our Condition was, which required such a Sacrifice.—May I learn by his [46] Patience, Humility, Self-denial, and Resignation, what Virtues are most acceptable to thy Divine Majesty!—And may I take him for my Lord, and Master, and Teacher, and Example, and dedicate myself to Thee, and to thy Service, for his sake! Amen.","CUR Kied dooys, O Yee, dy yannoo Imraa kiongoyrt rhyt’s jeh Baase dty Vac, as ny Bannaghtyn erskyn-earroo ta mee er gheddyn liorish:—Cur dou shoh myrgeddin marish ooilley dty Vannaghtyn elley, ta mee guee ort, nagh jarrood-ym dy bragh ny Myghinyn cheddin;—Nagh jarrood-ym dy bragh dy ve booisal er nyn son—Agh dy voddym freayll Cooinaghtyn jeu er yn Aght t’eh hene er harey—Ta mee cur Booise dhyt, O Yee, son y Goo shen, ayn t’ou er choyrt orroo shoh dty Vyghinyn, as y Sampleyr echey, dy ve er nyn scrieu.—Cur Ennaghtyn firrinagh dooys jeh’n Ghraih shen hug lesh sheese eh veih Niau;—As cre cha treih [46] as va’n Stayd ainyn, va feme lheid yn Oural.—Lhig dou gynsagh liorish y Veenid, yn Injillid, yn Smaght harrish hene, as yn Viallys echey, cre ny Grayseyn s’booisal ta da dty Ard-ooashley flaunyssagh! As lhig dou eh y ghoaill son my Hiarn, my Vainshter, my Er-ynsee, as my Hampleyr, as mee-hene y chasherickey hoods, as gys dty Hirveish, er y Ghraih echey. Amen."
,
,
SECT. VIII.,CAB. VIII.
"The last Inquiry you are to make, is, whether you are in Charity with all the World.","Yn Red s’jerree t’ou dy vriaght er y hon, ta, Vel oo ayns Giastyllys rish ooilley’n Seihll."
"COncerning which, take especial Notice, that the two great Ends of this Ordinance mentioned in Scripture are;—","MYchione shoh, gow Tastey geyre, dy vel yn daa Ard-oyr, enmyssit ayns Scriptyr, son yn Oardaghey shoh, t’ad;—"
,
"The First, To keep up the Remembrance of Christ’s Death till his coming again.—","Hoshiaght, Dy reayll seose Cooinaghtyn jeh Baase Chreest derrey yn Cheet echey reesht."
"The Second, To be a solemn Token of our Communion with Jesus Christ, and of our Union and Charity with all his Family.","Ayns y nah Ynnyd, Dy ve Cowrey casherick jeh nyn Sheshaghtys rish Yeesey Creest, as jeh’n Unnaneys as y Ghiastyllys ain rish ooiiley yn [3]Lught-thie echey."
,
"To this End he has ordained, that as all Christians, high and low, rich and poor, shall make up one Body, of which he is the Head:—and one [47] Family of which he is the Master:—So they should all eat at one Table, of one Bread, as a Sign of that Love and Peace, and Friendship, and Readiness to help one another, as occasion shall require, and as Members of the same Body will naturally do.","Er yn Oyr shoh t’eh er oardrail, ‘naght myr shegin da dy chooilley Chreestee, ard as injil, berchagh as boght, jannoo seose un Chorp, jeh t’eshyn yn [47] Kione:—as un Lught-thie, jeh t’eshyn yn Mainshter:—Myr shen lhisagh ad ooilley gee ec yn un Voayrd, jeh’n un Arran, myr Cowrey jeh’n Ghraih as Shee, as Caarjys, as Arryltys shen dy chosney yn derrey yeh lesh y jeh elley, myr vees feme er y hon, as myr ta Oltyn jeh’n un Chorp dy dooie jannoo."
,
,
"And indeed your Acceptance with God will very much depend upon your hearty Good-will for every Christian, and for all Mankind.","As dy jarroo nee yn Soiaghey nee Jee y yannoo jeed feer vooar lhie er yn Aigney-mie creeoil ayd’s son dy chooilley Chreestee, as son ooilley Sheelnaue."
"Therefore you must take special Care, lest there be any Person with whom you are not","Shen-y-fa shegin dhyt goaill lane Kiarail, nagh vel Persoon erbee nagh vel oo ec Shee rish,—Da nagh vod oo leih as Padjer y ghoaill er e hon, as jannoo da ooilley yn Vie oddys, ayns Resoon, ve jerkit void;—Dy bee oo aarloo dy yannoo Lhiassaghey da Persoon erbee, t’ou er n’yannoo Aggair da, ny ta er n’ghoaill Jymmoose cairal rish dty Ghoan ny dty Yannoo, myr ta shoh ny Churrym ta Yeesey Creest eh hene er harey, Mian v. 23. As dy bee oo arryltagh dy leih da dy chooilley Phersoon ta er n’yannoo Aggair dhyt, myr t’ou hene treishteil Leih y gheddyn veih Jee,—Cooinaghtyn er y Vriwnys agglagh ta enmyssit ayns Mian xviii. O ghrogh Harvaant, leih mish dhyt’s yn slane Lhiastynys shen: nagh [48] lhisagh uss myrgeddin as Chymmey er ve ayd er dty Heshey-Harvaant, eer myr va Chymmey aym’s ort’s? As va’n Chiarn jymmoosagh, as livrey eh seose eh ny Phryssoonagh gys Laue y Tidoor."
"at Peace,—Whom you cannot forgive and pray for, and do him all the Good that can in reason be expected from you;—That you be disposed to make Satisfaction to any Person that has been injured by you, or who have taken just Offence at your Words or Actions, this being a Duty which Jesus Christ himself has commanded, Matth. v. 23. And that you be ready to forgive every Person who may have injured you, as you expect Forgiveness of God, Remembering the dreadful Sentence mentioned in Matth. xviii. Thou wicked Servant, I forgave thee all thy Debt: Shouldst not thou have had [48] Companion on thy Fellow-servant, even as I had Pity on thee? And the Lord was wroth, and delivered him to the Tormentors.",
"And lastly, you are to take care, that you love not in Word only, but in Deed and in Truth, that is, that you do Good, as well as give good Words, and relieve Jesus Christ in his poor Members.","As er-jerrey, t’ou dy ghoaill Kiarail, nagh vel dty Aigney-mie ayns Glare ny lomarcan, agh ayns Jannoo as ayns Firrinys, ta shen dy ghra, dy jean oo Mie, chammah as cur Goan mie, as dy jean oo Feaysley er Yeesey Creest ayns ny Oltyn boghtey echey."
"And believe it for a certain Truth, that a charitable and forgiving Temper is not near so beneficial to any body as to him that hath it; it being more blessed to give than to receive; and to forgive, than to insist upon Satisfaction for Injuries and Wrongs done to us; Acts xx. 35.","As cred eh son Firrinys shickyr, nagh vel Aigney ghiastyllagh as aarloo dy leih faar cha vondeishagh da Persoon erbee, as te dasyn echey te; er-yn-oyr dy vel eh ny s’bannee dy choyrt, na te dy ghoaill; as dy leih, na te dy hassoo er Cooilleen y gheddyn son Aggairyn as drogh Hurnyn ta jeant dooin; Jannoo xx. 35."
"This being so necessary a Grace, you will not fail to beg of God most earnestly to vouchsafe it you.","Fakin dy vel shoh Grayse cha ymmyrchagh, cha jean uss lhiggey shaghey dy ghuee gys Jee feer jeean dy gooidsave lesh dy chur dhyt eh."
,
The PRAYER.,Yn PHADJER.
,
"THIS is my Commandment, that ye love one another, as I have loved you.—Hear, O my Soul, what thy Saviour has commanded thee: [49]—He who loved us, and gave himself an Offering and a Sacrifice to God for us.","SHOH yn Sarey aym’s, dy der shiu Graih yn derrey yeh da’n jeh elley, myr ta mish er chur Graih diuish.—Clasht, O my Annym, cre ta [49] dty Haualtagh er harey dhyt:—Eshyn chur Graih dooin, as hug eh hene son Chebbal as Oural da Jee er nyn son."
"May this thy Love, O Jesus, be the Motive and Pattern of my Love and Charity for all Mankind!—Where this hath not been my Practice, I implore thy gracious Pardon, and beseech Thee to fortify my Soul against all Suggestions of Satan, or my corrupt Nature, and blind Passions:—That I may always be prepared to go to thine Altar, with the same charitable Dispositions, with which I desire and hope to die. ","Lhig da shoh, dty Ghraih’s, O Yeesey, ve Oyr as Sampleyr y Ghraih aym’s da ooilley Sheelnaue!—Raad nagh vel shoh er ve yn Cliaghtey aym, ta mee geearree dty Phardoon graysoil, as guee ort dy niartaghey my Annym noi dy chooilley Chleayn oddys y Drogh-Spyrryd, ny my Ghooghys peccoil, as yeearreeyn doalley my Aigney y chut gys my Chree:—Dy voddym kinjagh ve aarloo dy gholl gys dty Altar’s, lesh yn Aigney giastyllagh cheddin, ayn ta mee geearree as treishteil dy gheddyn Baase."
"Thou, O Jesus, madest thine Enemies thy Friends, by laying down thy Life for them.— Be thou my Advocate with God for Grace to follow thy Heavenly Charity and Example, that I may overcome Evil with Good; that I and all the Members of thy Family may love as Brethren:—That we may always meet at thy Table as sincere Friends, and part with true Love and Affection as becomes thy Disciples. Amen.","T’ou uss, O Yeesey, er hayrn dty Noidyn dy ve dty Chaarjyn, liorish dty Vioys y choyrt sheese er nyn son.—Bee uss eddyr Jee as mish son Grayse dy eiyrt er y Ghiastyllys as y Sampleyr Flaunyssagh ayd, dy voddym Barriaght y gheddyn er yn Olk lesh jannoo Mie; dy voddym’s as ooilley Oltyn dty Lught-thie ve ayns Graih ry-chielley myr Braaraghyn:—Dy vod mayd kinjagh meeteil ec dty Voayrd myr Caarjyn firrinagh, as paartail lesh Graih dooie as Aigney-mie myr ta cooie da Creesteenyn. Amen. "
[50],[50]
SECT. IX.,CAB. IX.
"BY this Time you see the Reason of this Institution, the Necessity, as well as the invaluable Blessing of observing it religiously, and the Manner of preparing yourself for it as often as you shall have an Opportunity.","CHOUD’s shoh t’ou fakin y Resoon ta son yn Oardaghey shoh, yn Ymmyrch, chammah as y Bannaght erskyn-earroo, ta ayns freayll eh dy crauee, as yn Aght dy yannoo oo hene aarloo ny chour, cha mennick as te er ny hirveish."
"And remember, that the oftener you look into the State of your Soul, in order to go to this Ordinance, the less Trouble you will have to make your Peace with God, when you come to die; and the less Danger you will be in, of falling into a State of Sin and Security, which has been the Ruin of an infinite Number of Souls.","As cooinee, myr s’menkey yeeaghys oo gys Stayd dty Anmey, er-chee goll gys yn Oardaghey shoh, shen myr sloo dy Imnea vees ort dy yannoo dty Hee rish Jee, tra hig oo dy gheddyn Baase; as shen myr sloo dy Ghanjeyr vees oo ayn, dy huittym ayns Stayd dy Pheccah as dy Veerioose, ta er ve Oyr coayl Anmeenyn erskyn-earroo."
"Besides this you will have the greatest Comfort of Life, when you perceive that you are still growing in Grace, and tending to that Perfection which must fit you for Heaven.","Marish shoh bee yn Gerjagh smoo ‘sy Theihll ayd, tra t’ou gennaghtyn dy vel oo kinjagh bishaghey ayns Grayse, as goll er dty hoshiaght gys yn Yrjid shen dy Vea vie shegin oo y yannoo feeu son Flaunys."
,
"On the other hand, if you turn your Back upon the Ordinance, it must be because you will not be at the Pains to understand your Duty, your Interest, and your Danger.","Er y Laue elley, my hyndaays oo dty Ghreeym er yn Oardaghey shoh, shegin da ve son nagh jean oo wheesh er dty hon hene as dy gheddyn Tushtey jeh dty Churrym, dty Vondeish, as dty Ghanjeyr."
"You have not considered [51] that that there is no Pardon, no Grace, no Salvation, to be hoped for, but by pleading with God, what his Son hath done and suffered, and merited for us, and in the Manner he has ordained.","Cha vel oo er n’ghoaill [51] Tastey, nagh vel Pardoon, ny Grayse, ny Saualtys erbee dy ve jerkit rish, agh liorish lhiassaghey fenish Jee, cre ta e Vac er n’yannoo as er hurranse, as er hoilchin er nyn son, as shen er yn Aght t’eh hene er n’oardaghey."
"And if you will consult your own Conscience, it will tell you, That some of these are the true, tho’ most wretched, Causes of your Contempt of this Command of your Saviour’s.","As my nee oo Coyrle y ghoaill rish dty Chooinsheanse hene, inshee eh dhyt, dy nee Paart jeu shoh ny Oyryn firrinagh, ga trimshagh, dy vel oo foiaghey cha beg jeh’n Sarey shoh jeh dty Haualtagh."
"Either you live in some known Sin, or ungodly way of Life, which you cannot resolve to forsake;—Or, you are not willing to renew your Vows, made in Baptism;—Or, which is generally the Case,—You have no real Concern for your Soul; only you delude yourself with some faint Purposes and Hopes, that some time or other you will become a new Man.","Edyr t’ou beaghey ayns Peccah ennagh er-fys dhyt, er-nonney ayns Raad mee-chrauee dy Vea, nagh jean oo goaill ayns Laue dy hreigeil;—Er-nonney, cha vel oo booiagh dty Vreearraghyn Bashtey y yannoo ass y noa;—Er-nonney, myr s’menkey lesh y ve,—Cha vel oo dy firrinagh imneagh son dty Annym; ynrycan dy vel oo molley oo hene lesh Gialdyn as Treishteil faase ennagh, dy jig oo Keayrt ny Keayrt ennagh dy ve dty Ghooinney noa."
"In the mean time you are guilty of a Sin too like the denying the Lord that bought you. You bring an evil Report upon an Ordinance of Christ, as if it were not worth observing:—You harden wicked People in their Infidelity, and Neglect of their Salvation, by calling [52] yourself a Christian, and living like a Heathen, in the Contempt of one of the greatest Means of Salvation: You live in a State in which all your Prayers, whether public or private, whether for yourself or for others, will all be rejected.","‘Sy Traa t’ayn t’ou oolee jeh Peccah ta rouyr casley rish gobbal y Chiarn ren oo y chionnaghey.—T’ou tayrn Scammylt er Oardaghey Chreest, myr nagh beagh eh feeu Geill ‘chur da: T’ou creoghey drogh Leih ayns nyn Mee-chredjue, as nyn Meerioose jeh’n Taualtys oc, liorish [52] genmys oo hene dty Chreestee, as leeideil Bea goll-rish Anchreestee, ayns soiaghey-beg jeh unnane jeh ny Ard-saaseyn dy Haualtys: T’ou beaghey ayns Stayd, ayn vees beg er ny hoiaghey jeh ooilley dty Phadjeryn, edyr ec y Cheeill ny ec y Thie, edyr er dty hon hene,  ny son feallagh elley."
"In short you provoke God every Day more and more to withdraw his Grace.—To leave you to your own corrupt way of Living, till you have filled up the Measure of your Sins, and prepared yourselves for a Sentence not to be heard without trembling—I tell you that none of these Men that were bidden, shall taste of my Supper,—The Marriage Supper of the Lamb in Heaven.","Gyn arragh y ghra, t’ou brasnaghey Jee dy chooilley Laa ny smoo as ny smoo dy ghoaill e Ghrayse Void,—Dy aagail oo gys yn Ymmyrkey-bea mee-chrauee ayd hene, derrey vees oo er lhieeney seose Towse dty Pheccaghyn, as er hayrn ort hene y Vriwnys shen nagh vod v’er ny chlashtyn, gyn ve er-creau—Ta mee ginsh diu nagh jean Fer jeusyn v’er nyn guirrey, blashtyn jeh my Hibber,—Eer Shibber Poosee yn Eayn ayns Niau."
"How great then must the Sin of those be, who neglect to administer, and of those who turn their Back Upon this Ordinance, upon which our Salvation depends? It being the Blood of Christ which must cleanse us from all Sin,—1 John i. 7.","Nagh mooar eisht shegin da’n Peccah ocsyn y ve, ta lhiggey shaghey dy hirveish, as y Peccah ocsyn ta chyndaa nyn Gooyl rish yn Oardaghey shoh, er ta’n Saualtys ain lhie? Son she Fuill Chreest shegin shin y ghlenney veih dy chooilley Pheccah.—1 Ean i. 7."
"AFTER all, this is not to encourage any Person to go to the Lord’s Supper without a Wedding-garment, without a due [53] regard gard to the Duty.—For a Man may go so unworthily as to receive Judgment, instead of a Blessing.—For Example, Such as live in any known Sin unrepented of;—Such as are not sincerely resolved to live, and be governed, by the known Laws of the Gospel; —Such as live at Variance with their Neighbours without being willing to be reconciled;—Such as have done Wrong, and will not make Satisfaction, as they are able: Lastly, Such as go out of mere Custom, without considering the End or Benefit of this","LURG ooilley, cha vel shoh dy choyrlaghey Persoon erbee dy gholl gys Shibber y Chiarn, fegooish y Garmad-Poosee, fegooish arrym cooie [53] da’n Churrym shen.—Son foddee Dooinney goll cha neu-feeu shen as dy hoilchin Briwnys ayns ynnyd Bannaght.—Ta shen dy ghra, Lheid as ta beaghey ayns Peccah erbee er-fys"
"Ordinance, and return to their usual sinful Liberties, as soon as the Service is over.","daue gyn Arrys;—Lheid as nagh vel dy creeoil kiarit dy leeideil nyn Mea, as dy ve reilt, liorish ny Leighyn ta soit roin ayns y Tushtal;—Lheid as ta beaghey ec Streeu rish nyn Naboonyn fegooish ve booiagh dy ve coardit roo;—Lheid as t’er n’yannoo Aggair, as nagh jean Lhiassaghey, gys Rere nyn Booar:—Er-jerrey, Lheid as ta goll trooid eer Chliaghtey, fegooish Tastey ‘choyrt da Oyr ny da Vondeish yn Oardaghey shoh, as chyndaa reesht gys y Reamys peccoil v’ad cliaghtey ‘ghoaill, cha leah’s ta’n Chirveish harrish."
"All such ought to know, that they went unworthily; and if they have any true Concern for their Souls, they will consider better, and lay themselves under stricter Obligations, before they go again to the Lord’s Supper.","Lhisagh ooilley nyn Lheid shoh toiggal, dy jagh ad dy neu-feeu; as my ta veg y Gheill firrinagh oc da nyn Anmeenyn, hig ad gys Smooinaghtyn share, as ver ad ad-hene fo Kianglaghyn s’troshey roish my jed ad reesht gys Shibber y Chiarn."
"But then let them not, at the Peril of their Souls, deal deceitfully, and make this a Pretence of neglecting to go to this Ordinance for the future; lest they provoke God to leave them to [54] themselves, which is one of the greatest Judgments that can befal them.","Agh ny lhig daue er Gaue Anmey, molley ad hene, as shoh y yannoo ny Leshtal son lhiggey shaghey dy gholl gys yn Oardaghey shoh son y Traa ta ry heet; er-aggle dy brasnee ad Jee dy aagail ad daue [54] hene, ta unnane jeh ny Briwnyssyn s’trimmey oddys tuittym orroo."
"On the other hand, let not any well-meaning Christian be discouraged with Fears of having gone unworthily to the Lord’s Supper, and so forbear, because they do not find all the Benefit and Change wrought in them which they hoped for; but let them consider, that a State of Holiness and Perfection is not to be expected at once, but by Degrees, and as we make good Use of the Graces, which the holy Spirit from time to time vouchsafes us:","Er y Laue elley, ny lhig da Creestee mie-aignagh erbee v’er ny choyrt ass Cree lesh Aggle dy vel eh er gholl dy neu-feeu gys Shibber y Chiarn, as myr shen lhiggey shaghey, kyndagh nagh vel ad feddyn ooilley yn Vondeish as y Caghlaa obbrit ayndoo v’ad treishteil er y hon; agh lhig daue Tastey ‘ghoaill, nagh vel Stayd dy Chasherickys as Bea firrinagh Creestee dy ve jerkit rish er y chooyl, agh ny veggan as ny veggan, as ‘naght myr ta shin jannoo Ymmyd vie jeh ny Grayseyn, s’cooidsave lesh y Spyrryd Noo veih Traa gy Traa ‘chur dooin."
"A good Christian not being one, who has no Inclination to Sin, but one, who thro’ the Grace of God immediately checks, and suffers not such Inclinations to grow into evil Habits.","Fakin nagh nee Creestee mie Fer, nagh vel veg yn Yeearree echey gys Peccah, agh Fer, ta trooid Grayse Yee chelleeragh Smaghtaghey, as nagh vel surranse lheid ny Yeearreeyn dy aase gys drogh Chliaghtaghyn."
"God, who knows our Infirmities, will accept our sincere Endeavours, tho’ attended with Imperfeclions and Backslidings, provided we condemn ourselves for them, and strive to amend.","Jee, ta toiggal ny Annooinidyn ain, nee soiaghey jeh nyn Ynrickys, ga nagh vel eh cheet seose gys slane Towse nyn Gurrym, my she shen dy vel shin deyrey shin hene er y hon, as streeu dy lhiassaghey nyn Mea."
"And let us remember for our Comfort, that Jesus Christ himself pronounced all his Disciples (the Traitor [55] excepted) to be clean, that is, qualified to receive this Sacrament, which he was going to administer to them, altho’ he knew them to be subject to very great Failings and Infirmities; which soon appeared, when they all forsook him, contrary to their solemn Promises; but this they repented of, and were forgiven by their compassionate Redeemer.","As lhig dooin cooinaghtyn son nyn Gherjagh, dy ren Yeesey Creest eh-hene genmys ooilley e Oltyllyn, (cheu-mooie [55] jeh’n Traitoor) dy ve glen, ta shen, dy ve feeu dy ghoaill y Chreestiaght shen, v’eshyn goll dy hirveish orroo, ga va fys echey dy row ad aarloo dy huittym ayns Failleilyn as Annooinidyn feer vooar ; quoid va dy leah er ny akin, tra ren ad ooilley y hreigeil eh, noi nyn yarroo Ghialdynyn; agh shoh ghow ad Arrys jeh, as ve leiht daue liorish nyn Ver-kionnee chymmoil."
"If therefore you love God, and your Neighbour, tho’ not so fervently as you could wish;—If you have a real Desire of being better, than at present you find yourself to be—If the Fruits of the Holy Spirit, tho’ in a very low Degree, do appear in your Life—Lastly, if you do daily pray for God’s Grace, that you may, in his good time, be, and do, what he would have you to be, and do not live in any known Sin;—By no means forbear to go to his Ordinance, as often as you have an Opportunity, and depend upon God’s Blessing, and an Increase of his Graces.","Shen-y-fa my ta Graih ayd’s er Jee, as er dty Naboo, ga nagh vel eh cha jeean as wooishagh oo;—My ta Yeearree firrinagh ayd dy ve ny share, na t’ou gennaghtyn oo hene dy ve ec y Traa t’ayn—My ta Messyn y Spyrryd Noo, ga ayns Cooid ny veggan, er ny akin ayns dty Ymmyrkey-bea—Er-jerrey, my t’ou gagh laa goaill Padjer son Grayseyn Yee, dy vod oo, ‘sy Traa mie echeysyn, y ve, as jannoo, myr t’eshyn dty harey, as nagh vel oo beaghey ayns Peccah erbee er-fys dhyt;—Ny lhig shaghey er Aght erbee dy gholl gys yn Oardaghey echey, cha mennick as te er ny hirveish, as foddee oo ve shickyr jeh Bannaght Yee, as Bishaghey jeh e Ghrayseyn."
[56],[56]
The PRAYER.,Yn PHADJER.
,
"GRANT, O God, that I may never draw down thy Judgments upon myself, either by turning my Back upon this Ordinance, or by going to it without Thought or unworthily. May thy Mercy pardon what is past, and give me Grace for the time to Come, to consecrate my Life to Thee, and to embrace every Occasion of remembering my Redeemer’s Love, and thereby securing thy Favour and my own Salvation! And if it be thy ‘Will, grant that I may always find such Comfort and Benefit in this Ordinance, as may encourage me to observe it with Joy unto my Life’s End.","GIALL, O Yee, nagh dayrn-yms dy bragh dty Vriwnyssyn neose orrym pene, edyr liorish my Ghreeym y hyndaa rish yn Oardaghey shoh, ny liorish goll huggey gyn-tort ny dy neu-feeu. Dy jean dty Vyghin leih dou son ny t’er n’gholl shaghey, as cur Grayse dou son y Traa ta ry-heet, dy chasherickey my Vea hood, as dy ghoaill dy chooilley Chaa dy chooinaghtyn er Graih my Er-kionnee, as liorish shen jannoo shickyr jeh’n Foayr ayd’s as jeh my Haualtys hene! As my she dty Aigney eh, giall dy voddym dy bragh geddyn lheid y Gherjaghey as y Vondeish ayns yn Oardaghey shoh, as oddys m’y ghreinnaghey dy reayll eh lesh Boggey gys jerrey my Vea."
,
"Give me Leave to recommend to thine infinite Mercy, the miserable Condition, of all such as neglect so great Means of Grace and Salvation:—Awaken all Christian People into a Sense of this Duty:—Open their Eyes, and correct their Mistakes, that they may be convinced, that this is the only Means of making their Peace with Thee, and of rendering their Persons and their Prayers acceptable to thy [57] Divine Majesty, thro’ Jesus Christ our Lord. Amen.","Cur Kied dou chymney gys dty Vyghin erskyn-earroo, yn Stayd hrimshagh ocsyn ooilley ta meerioosagh jeh lheid ny Saaseyn bannee dy Ghrayse as dy Haualtys: Dooisht dy chooilley Phobble Creestee gys Ennaghtyn jeh’n Churrym shoh:—Foshil ny Sooillyn oc, as lhiassee yn Shaghrynys oc, dy vod Toiggal firrinagh y ve oc, dy nee shoh yn ynrycan Saase dy yannoo nyn Shee rhyt, as Soiaghey dy ve jeant jeh ny Persoonyn as ny [57] Padjeryn oc liorish dty Ard-ooashley Flaunyssagh, trooid Yeesey Creest nyn Jiarn. Amen."
,
SECT. X.,CAB. X.
"EVERY well-disposed Christian, after he has thus far prepared himself for this Sacrament, will endeavour to keep the Thoughts of his Duty, and the Blessings he hopes for, warm in his Heart until the Time of Receiving.","NEE dy chooilley Chreestee mie-chreeagh, tra t’eh choud shoh er n’gheddyn eh-hene aarloo son y Chreestiaght, e Phaart y yannoo dy reayll Smooinaghtyn jeh e Churrym, as jeh ny Bannaghtyn t’eh treishteil er nyn son, jeean ayns e Chree derrey yn Traa t’eh goaill yn Chreestiaght."
"Some of the following Scriptures, and Meditations upon them, may, thro’ God’s Grace, answer that End; nor will they take up too much Time, because some or more of them, as Occasion offers, may be devoutly used in the midst of Business.","Foddee Paart jeh ny Scriptyryn ver-ym reue, as Smooinaghtyn dowin orroo, trooid Grayse Yee, gansoor gys yn Ymmyd shen; ny chamoo ghoys ad seose mooarane Traa, son foddee Ayrn ny’n slane, rere y Traa, ve dy crauee er nyn usal ayns Mean eer Obbyr seihltagh."
"And this Method of Devotion is here proposed to lead Christians to make proper Reflections upon other Parts of Scripture, which they read or hear.","As ta’n Aght shoh dy Chraueeaght currit royd dy leeideil Creesteenyn dy Chliaghtaghey ad hene gys Smooinaghtyn crauee er Ayrnyn elley jeh Goo Yee, t’ad dy lhaih ny dy chlashtyn."
"Rev. iii. 17. Thou sayest, I am rich, and have need of nothing: and knowest not that thou art wretched, and [58] miserable, and poor, and blind, and naked.","Ashlish iii. 17. T’ou gra, Ta mee berchagh as er vishaghey ayns Cooid, as nagh vel mee feme Nhee erbee: as cha vel oo goaill hood hene, dy vel oo treih, [58] as seaghnit, as boght, as doal, as rooisht."
"This is the sad Condition to which, as Sinners, we are subject: and it is thy Mercy, O God, that any of us are sensible of it.—Preserve me, I beseech Thee, from that Blindness which would hinder me from seeing my own Misery, and from that Pride, which would keep me from acknowledging it before Thee, who alone canst help me. O give me a true Sense of the Maladies I labour under, and help me for thy Mercies sake, and for the sake of Jesus my Redeemer.","Shoh yn Stayd hrimshagh ta shin, myr Peccee, aarloo dy huittym fo: as she dty Vyghin’s eh, O Yee, dy vel unnane erbee j’in tushtagh jeh—Freill mish, ta mee guee ort, veih’n Deillid shen yinnagh my lhiettal veih fakin my Hreihys hene, as veih’n Voyrn shen, yinnagh my lhiettal veih goaill rish kiongoyrt Rhyt’s, oddys ynrycan cooney lhiam, O cur Ennaghtyn firrinagh dou jeh ny Aslayntyn anmey shen ta mee lhie foue, as cooin lhiam er Graih dty Vyghinyn, as er Graih Yeesey my Er-kionnee."
Psal. li. 17. The Sacrifice of God is a broken Spirit; a broken and a contrite Heart God will not despise.,Psal. li. 17. Oural Yee she Spyrryd seaghnit eh; Cree brisht as arryssagh cha jean Jee beg y hoiaghey jeh.
"But most unfit is mine to be to God presented, until I have obtained his Pardon for the many Sins, by which it has been defiled.","Agh feer neu-feeu ta my Chree’s dy v’er ny hebbal gys Jee, derrey vee’m er chosney Pardoon voish son ny ymmodee Peccaghyn shen ta er n’yannoo eh neu-ghlen."
"Jer. iii. 12, 13. I am merciful, saith the Lord, and I will not keep Anger for ever; only acknowledge thine Iniquity, that thou hast transgressed against the Lord thy God.","Jer. iii. 12, 13. Ta mish myghinagh, ta’n Chiarn dy ghra, as cha jean-ym Jymmoose y reayll son dy bragh, ynrycan gow rish dty Vee-chairys, dy vel oo er n’yannoo Peccah noi yn Chiarn dty Yee."
,
"I do acknowledge my Sin unto Thee, O God, and mine Iniquities will I not [59] hide: I do therefore implore thy Pardon, and plead thy gracious Promise, with full Purpose of Heart, never again to return to Folly.","Ta mee goaill-rish my Pheccah hood’s, O Yee, as my Vee-chairys cha jean-ym y chieltyn: [59] ta mee er-y-fa shen geearree Leih ort, as shassoo er dty Ghialdyn graysoil, lesh Cree slane kiarit gyn dy bragh reesht dy hyndaa gys Ommijys."
