Manx,English
"As son nagh jinnagh Adam tastey da, ",And it was so that Adam would not be aware of him
gys whoilleen cummey v’eh er ny hyndaa. ,he was changed into so many shapes.
"Keayrt veagh eh cabbyl, assyl, mule, ny boa, ","One time he’d be a horse, a donkey, mule, or cow,"
"caghlaa e chummey gys dagh cretoor bio,","changing his shape to each living creature,"
"as tayrn ny sniassey, er-chee geddyn magh ","and drawing nearer, seeking to discover"
pooar feer heelnaue ’s e ghooghys firrinagh. ,the real power of mankind and his true nature.
"Myr shen dy geayll eh Adam coyrlagh Aue, ","Thus it was that he heard Adam advising Eve,"
mychione yn leigh gyere hug nyn grootagh daue. ,concerning the strict law their creator gave them.
"Jeh bree’n chonaant v’oc v’eh jeant tushtagh nish, ","He was now made aware of the essence of their covenant, "
cre’n aght dy chummey ’violagh cordail rish. ,[and] how to devise his seduction accordingly.
"Jee, graysoil da, as graihagh er e chloan, ","God, gracious to, and fond of his children,"
"oney ’s mee-hushtagh jeh’n danjeyr v’ad ayn, ","innocent and ignorant of the danger they were in,"
hug ainle gloyroil er chaght’raght huc veih Niau ,sent a glorious angel on a mission to them from Heaven
"mychione y stayd oc, dy chur coyrle vie daue. ","concerning their state, to give them good advice."
,
[RAPHAEL],[RAPHAEL]
"‘O ghooinney,’ dooyrt eh, ‘laue Yee ren dty yannoo   [1125]","‘O man,’ he said, ‘it is God’s hand that made you"
ayns stayd lesh pooar dy huittym ny dy hassoo. ,in a condition with power to fall or stand.
"Dy vel oo maynrey, gioot dty chrootagh eh, ","That you are happy is your creator’s gift,"
"dy ve sthill myr shen, ayns dty reih hene te. ",to continue to be so is in your own choosing.
"O s’maynrey oo, choud as t’ou biallagh ","Oh, how happy you are, while you are obedient"
"gys leigh dty Yee, lesh aigney arryltagh! ","to the law of your God, with a willing mind!"
Nish er conaant ta’n vaynrys wooar shoh ayd: ,Now the great joy you have is on a condition:
"my t’ou dy vrishey eh, oo hene ta goaill y kied.   [1126]","if you break it, it is you yourself who take the liberty."
Ny smooinee eisht dy vel oo er dty yannoo ,Do not think then that you are made
fo lheid y chiangley as dy nhegin dhyt shassoo.,under such a constraint as you are forced to remain under.
"Cre’n aill t’er mainstyr dy eeck da’n charvaant, ",What wages is the master to pay to the servant
"son y chirveish shen, nagh vod agh ve jeant? ",for that service that cannot but be done?
Ny ee jeh’n villey: shen bree mooar y leigh. ö,Do not eat of the tree: that is the great essence of the law.
"My t’ou gee jeh, eisht jerk rish kerragh veih.  ý","If you eat of it, then expect punishment thereby."
Yn baase y fine: jeu shoh ta ayd dty reih.  ø,Death is the penalty: of this you have your choice.
"Uss as ny ainlyn sollys ta ayns Niau,    [1127]",You and the brilliant angels that are in Heaven
fo’n un chonaant ta. Ta shin fo’n un ghaue.,are under the same covenant. We take the same risk.
Hug Jee leigh dooinyn. Eh my nee mayd y reayll   [1128],God gave us a law. If we keep it
"aignagh, creeoil, eisht Niau vees choiee nyn vaill. ","willingly, wholeheartedly, then Heaven for ever will be our reward."
"‘Gys my vac,’ dooyrt Jee, ‘cur-jee biallys, ","‘To my son,’ said God, ‘give obedience,"
"m’ ynrican mac, ta shiu dy akin nish; ","my only son, whom you now see;"
as ad nagh bee da’n leigh shoh biallagh ,and those who are disobedient to this law 
vees tilgit magh ass Maynrys son dy bragh.’,will be cast out from Joy for ever.’
"Shinyn hug da geill ta kinjagh freayll nyn stayd,  ö","We who gave heed to him still retain our state,"
"as ad nagh dug t’er duittym fo mooads laad,  ý  [1129]","and those that did not have fallen under a huge burden,"
"fo corree Yee, torchagh, angaish, as craid. ø","under God’s anger: torment, agony, and mockery."
As she shoh’n choyrle ta mish livrey lieh Yee: ,And this is the advice I am delivering on God’s behalf:
e leigh y reayll dy aignagh lesh dty chree. ,to keep his law willingly with your heart.
"Prince ny traitooryn, brishey ass prussoon,","The prince of the traitors, breaking out of captivity,"
"jeean er cooilleen, lane eulys, troo, as roon   [1130]","keen for revenge, full of fury, envy and malice "
"oï Jee as dt’ oï’s, —as t’eh mygeayrt gyn-yss, ","against God and against you— he is about in disguise,"
"er-chee dty violagh veih dty viallys, ","looking to seduce you from your obedience,"
"dy vod oo ve ayns yn un stayd rish hene,","so that you can be in the same state as himself,"
"fo corree dt’ ayr, ayns torchagh aile as pian. ","under the anger of your father, in torment of fire and pain."
As ga nagh vod eh cooilleen ’ghoaill er Jee   ö,"And although he cannot get revenge on God,"
"t’eh cloie gyere orts. As bee eisht er dty hwoaie, ý [1131] ","he plays severely on you. And so beware,"
son jeean t’eh uss as dty heeloghe y stroie.   ø [1132],for he is eager to destroy you and your descendants.
"As mannagh jean oo’n choyrle vie shoh y ghoaill, ","And if you do not take this good advice,"
bee-oo heen ’s dty chloan gyn dooyt dy bra fo’n coayl. ,you yourself and your children are certain to be eternally doomed.
Jeh dty ghanjeyr ta tushtey fondagh ayd. ,Of your danger you have reliable knowledge.
"Cre vees dty leshtal, my skyrrys oo veih’n raad?’   ","What will your excuse be, if you slip off the track?’"
,
"Lheid y raaue mie shoh hug y zeraph da, ","A good warning like this the seraph gave him,"
as gys e churrym ren eh reesht chyndaa. ,and to his [other] duties he returned again.
Va Adam roïe kiarit dy reayll y sarey     [1133],Adam had been minded to keep the command
"fooar eh veih Jee, myr currym, ayns y gharey.","he received from God, as a duty, in the garden."
"Nish tushtagh jeant dy row noid niartal echey, ","Now made aware that he had a mighty enemy,"
"trooid miol ny chrout, dy leeideil eh gys peccah, ","intent, through temptation or trick, on leading him to sin,"
"dy row graih Yee ersyn cha jeean, cha cheh, ","that God’s love for him was so keen, so ardent,"
"dy dug eh ainle er chaght’raght sodjey jeh, ","that he sent an angel on a further mission concerning it,"
"e ghraih va greinnit, ’s ’chiarail daase ny smoo ","his love was aroused, and his resolve grew greater"
oï lheid y noid ’s va chee sheelnaue ’chur mow. ,against such an enemy that sought to destroy mankind.
"Ayns goan graihoil, loayr eh rish Aue, as gra: ","In loving words, he spoke to Eve, saying:"
,
[ADAM],[ADAM]
"‘My ghraih, my heshey, as my gherjagh bra,   [1134]","‘My love, my partner, and my eternal comfort,"
dinsh mish dhyts roïe cre’n raaue gyere v’ain veih Jee  [1135],I told you before what a severe warning we had from God
"jeh lheid y villey, nagh jinnagh shinyn gee.",of a tree [whose fruit] we should not eat of.
Currym feer aashagh! Agh foast trome ta’n pian ,A very easy duty! But yet the penalty is heavy 
"shegin dooin lhie fo, my nee mayd fajeil ayn.  [1136]","that we must incur, if we fail in it."
As nish veih’n ainle ny sodjey ta ain fys ,"And now from the angel, we know further "
"dy vel noid dowil, er-gerrey dooin gyn-yss, ","that there is a cruel enemy, concealed close to us,"
"giall shin y hayrn veih biallys gys Jee, ","intent on seducing us from obedience to God,"
"as, myr t’eh hene, dy bra ve er nyn stroie. ","and, [for us] to be forever damned, as he is himself. "
"My ver mayd geill da, cha bee leshtal ain ","If we give him heed, we shall not have the excuse"
dy nee mee-hushtey s’kyndagh rish nyn bian. ,that it is ignorance that is to blame for our punishment. 
Baase t’er ny vaggyrt! Gyn dooyt sharroo te.   ö,"Death is threatened! It is, without doubt, bitter."
"Veih olk gyn-yss dooin, my ghraih, lhig dooin chea  ý","From evil concealed from us, my love, let us flee,"
"son fo my huit mayd, quoi nee nyn livrey?   ø","for if we fall into it, who will rescue us? "
,
[AUE],[EVE]
"‘My graih,’ dooyrt Aue rish, ‘fakin dy vel Jee   ","‘My love,’ said Eve to him, ‘seeing that God"
"er stowal orrin palchey jeh dagh nhee, ","has bestowed on us plenty of every thing,"
"millish as mie neesht dooin dy veaghey er, ","sweet, and good too, for us to live on,"
"magh veih’n un villey shen t’ayns mean y ghaar,   [1137]","except for that one tree in the middle of the garden,"
"as fort ve shaghnit, cairagh ta da Jee, ","—and easily avoided— it is right for God,"
"my ver mayd saynt da, shin y aagail mooie.    [1138]","if we lust after it, to condemn us."
Jee ren nyn yannoo. Ta shin fo e phooar. ,God made us. We are under his authority.
Eisht veih dy huittym vees dooin peccah mooar.,So to go against him will be a great sin for us.
"Uss my leeideilagh, my choyrle, as my chione,   [1139]","You are my guide, my counsel, and my chief,"
"dt’ egooish, cre’n ymmyd ta mee er y hon? ","without you, what use am I?    [1140]"
"Craue jeh dty chraueyn mee, as feill jeh dt’ eill;   [1141]","I am a bone of your bones, and flesh of your flesh,"
dhyts liorish dooghys oardit dy chur geill. ,ordered naturally to give regard to you.
"Uss shirveish Jee, dty hrooid’s shirveishym’s eh, ","You serving God, through you I will serve him,"
"e lane fo’n Noid, neayr ta fys ain cre t’eh.’ ","in defiance of the Fiend, since we now know what he is.’"
,
Boggey ghow Adam dy row e heshey dooie ,Adam rejoiced that his dear mate was
"tushtagh jeh ’currym, as myr shoh dooyrt eh r’ee:    [1142]","mindful of her duty, and thus he said to her:"
,
[ADAM],[ADAM]
"‘Sthock palchey’n theihll, oo toshiaght slane heelnaue, ","‘You are first of the whole of mankind, the abundant stock of the world,  [1143]"
ta dy ve moir as sambyl sollys daue! ,that is to be mother and shining example for them! 
O s’maynrey shin! Lhig dooin gyn maynrys smoo ,Oh how happy we are! Les us never desire
"dy bragh y eearree, booise da nyn fer-croo.’ ","any greater joy, thanks to our creator.’"
,
"As nish va’n Ghrian er roie sheese ass nyn shilley, ","And now the Sun had run down out of their sight,"
yn scadoo skeayley er yn inshlid ooilley.,the shadow spreading over every hollow. 
"Yn traa ren geam daue veih nyn stoyl dy arragh,  [1144]","The hour summoned them to move from their seats,"
"gys boayl roïe reiht oc, jesh son shamyr lhiabbagh.","to a place previously chosen by them, fitting for a bedroom."
Laue ry laue walkal stiagh lesh mean ny keylley   [1145],"Hand in hand walking in towards the middle of the forest,"
"coan injil, rea as aalin, haink ayns shilley, ","a low valley, level and beautiful, came into view,"
"awin sollys, glass, ’sy vean sheese siyragh roie,","a shining pale river in the middle running swiftly down,"
as palchey yeeastyn ayns dagh aghlish cloie.   [1146],and plenty of fish playing in every tributary.
"Trooid ooilley’n coan veih’n yrjid gys y trah,   [1147]","Through all the valley from the height to the valley bottom,"
"va gaase poseenyn jeh dy chooilley ghaah, ","flowers of every colour were growing,"
"as spiceyn berchagh, ooasle ayns nyn mlass, ","and rich spices, superior in their flavours,"
"paart glass, paart appee, as paart gymmyrk rass, ","some green, some ripe, and some bearing seed."
"Boayl v’er y vroogh soit lesh ny biljyn share, ","A place was on the bank set with the best trees,"
"s’ooasle as s’miljey, goaun nyn lheid ’sy ghaar;   [1148]","the most select and the sweetest, of kinds that were rare in the garden;"
"banglaneyn aalin gaase ard er nyn skyn,   [1149]","beautiful branches growing high above them,"
"feeit trooid y cheilley ’s ooilley glass veih’n vun, ","woven through one another and all green from the base,"
"poseenyn millish as dagh dooghys blaa, ","sweet blooms and all kinds of blossom,"
fordrail nyn eunys chammah oie as laa. ,supplying their delight both night and day.
"Baagh ny beishteig, eddyr trooid graih ny beoyn,   [1150]","Whether through love or instinct, no animal or insect"
cha lhoys daue past’ral mysh yn ynnyd shen.   [1151],dared to graze about that place.
"Un dorrys v’er da’n lannoon dy heet stiagh, ","There was one gate for the pair to enter,"
as ooilley sauchey gys traa ragh ad magh. ,and [be] quite safe until the time for them to go out.
Blaaghyn ’s poseenyn pluckit veih dagh crouw  [1152] ,Flowers and posies picked from every bush
"ren Aue y heiy, dy yannoo lhiabbee jeu, ","Eve chose, from which to make a bed."
"As eisht hrog Adam ’laueyn seose, cur booise   [1153]","And then Adam raised up his hands, giving thanks"
da Jee son giootyn va whoilleen as wheesh. ,to God for gifts so great and numerous.
Lurg shoh ayns graih lhie’n lannoon millish sheese;  [1154],"After this, in love, the sweet pair lay down;"
"er loght, cha beg, cha row foast lheid y jees.   [1155]",never was such a couple so little [bent] on sin.
"Lhiurid y laa va greinnagh ad gys aash, ","The length of the day was urging them to rest,"
as cadley kiune hilg scadoo er nyn maaish. ,and calm sleep threw a shadow on their faces.
"Shoh, shoh va’n oie gheid Satan arroo stiagh,   ","This, this was the night Satan stole in on them,"
"ayns jalloo toyd, beishteig ghoo, phushoonagh.   [1156]","in the image of a toad, a black, poisonous beast."
"Snaue gys cleaysh Aue, heid eh stiagh ayns e kione ","Creeping to Eve’s ear, he blew into her head"
"e pheccah hene, mee-viallys, as moyrn. ","his own sin, disobedience, and pride."
"Veih shoh, dreamal, ar-lh’ee dy daink fer stiagh   [1157]","Hence, dreaming, she thought a man entered "
"ayns cummey Adam, e graih firrinagh, ","in the form of Adam, her true love,"
"as, tayrn er-gerrey, dy ghow eh ee er laue, ","and that, drawing close, he took her by the hand,"
"gra, ‘Nee shoh’n nhee mie t’er ny enmys Aue?","saying, ‘Is this the good thing that has been named Eve?"
"O shilley ooasle! yn aallid smoo ’sy chroo,   ","O noble sight! the greatest beauty in creation,"
cha n’inney mood dy vel ny bioee troo! ,no wonder the living creatures are envious of you!
"Trog ort, hooin lhiam, as jeeaghym dhyt y phooar  [1158]","Get up, come with me, and I will show you the power"
nee dt’ aallid ’vishagh myr ta’n Ghrian ayns gloyr.’ ,that will increase your beauty as [much as] the Sun is in splendour.’
"Ar-lh’ee dy nee Adam v’ayn, deiyr ee er, ","Thinking it was Adam, she followed him,"
—va’n eayst ceau sollys gial er ooilley’n gaar.,—the moon was throwing brilliant light on all the garden.
"Eisht hug eh lesh ee foddey sodjey shar,   [1159]","Then he brought her much further on,"
raad va billey feeu j’ee dy chur my-ner. ,where there was tree worthy of her inspection.
"‘Shoh Billey’n Tushtey,’ dooyrt eh, ‘ayn ta bree ","‘This is the Tree of Knowledge,’ he said, ‘which has in it the power"
dy yannoo jeeghyn jeusyn nee jeh gee.’,to make gods of those who eat of [its fruit].’
"Eisht, ass yn ooir three bioee dirree neese, ","Then from the earth three creatures rose up,"
"doo, graney ayns nyn gullyr ’s eajee ayns nyn ngrooish, [1160]  (+2)","black, ugly in hue, and foul in appearance,"
"gyn doaie, gyn cummey, gyn jalloo nhee va bio  ","disorderly, misshapen, with no resemblance to a living thing,"
"agh ooilley agglagh, yindyssagh, as noa. ","but all fearsome, astonishing, and new."
Jollyssagh joogh eisht gyndyr er y villey ,"Then, gluttonously and greedily browsing on the tree,"
"myr smoo v’ad gee, wheesh shen v’ad [gaase] ny s’gilley.","the more they ate, the fairer they became."
"Bwaagh, aalin daase ad, myr ny chaght’ryn vees  ","Handsome and beautiful they grew, like the messengers that [1161]"
cliaghtey cheet neose veih’n yrjey gys Pargeiys. ,are wont to come down from the heights to Paradise.
"Ceaghlit myr shoh, er skianyn buigh myr airh ","Transformed in this way, on wings yellow like gold,"
"getlagh gys yrjey, lheie ad ersooyl ’syn aer.  ","flying heavenward, they melted away in the air."
As shoh yn dreamal yindyssagh ren Aue. ,And this is the extraordinary dream that Eve dreamt.
"Ghooisht ee ayns aggle, trubbyl mooar, as creau   [1162]","She woke in fear, in great distress, and trembling."
Yn dreamal slane inshit da Adam va. ,The whole dream was recounted to Adam.
"Ayns lheid ny goan shoh, hug eh jee chyndaa: ","In such words as this, he replied to her."
,
[ADAM],[ADAM]
"‘O Aue, my gherjagh, agglagh ta dty ghreamal.   [1163]","‘O Eve, my comfort, your dream is fearsome."
"Ro ghowin as dorghey te dy insh e veanal,    [1164]","Too deep and dark it is, to tell its meaning,"
"agh er y Noid broghe dy jig y lhag chron,    [1165]","but upon the foul Fiend may ill luck come,"
"my hig lheid jeh, as cha nee er dty chione. ","if such a thing occurs, and not upon your head."
"My ghraih, bee kiune, dty hauchys mâryms ta; ","My love, be calm, your safety is with me;"
ayns m’oghrish lhie as ceau yn oie gy’n laa.’   [1166],"lie in my bosom, and spend the night until day.’"
,
Tra va’n Ghrian ghial er chooilleen e jurnah ,When the bright Sun had completed its journey
"reeshtagh veih’n Sheear, mârish dy daink y laa,    [1167]","again from the West, so that the day came, "
"gys sooill ny greiney Eden ooilley rooisht, ","—all Eden exposed to the eye of the sun, "
dy vrish ny goullyn stiagh ’sy chamyr-phoost;   [1168],"so that the rays broke into the marriage chamber,"
"honnick Adam dy row e nish ard-traa, ",Adam saw that it was now good time
dy irree moghey veih e lhiabbee vlaa.,to rise early from his bed of flowers.
"Chie adsyn magh veih dorrys y chabbane, ","They went out from the doorway of the bower,"
as heb ad oural aignagh gys y Chiarn. ,and made an earnest offering to the Lord.
"Eisht loayr yn ayr vie rish nyn moirree, gra:    [1169]","Then the good father spoke to our grandmother, saying:"
,
[ADAM],[ADAM]
"‘Ghioot Yee, my heshey-coonee oie as laa, ","‘God’s gift, my helpmeet night and day,"
"nish gys nyn obbyr ta traa orrin geam, ","now time is calling us to our work, "
"as gyn ve oardit, hee mayd hene y feme.     [1170]","and without being instructed, we ourselves see the need."
"Shid biljyn feeyney annoon tuittym sheese, ","Over there frail grapevines are falling down,"
"nyn messyn loau fegooish nyn gooney vees,",whose fruit will be rotten without our help.
"Boayl elley hee mayd biljyn ooylagh croym,    [1171]","Elsewhere we see apple trees bending,"
aarloo dy vrishey fo nyn mess cha trome. ,ready to break under the weight of their fruit. [1172]
Banglane roh voyrnagh gaase chion er e heshey    [1173],A branch too haughty growing close on its partner 
"shegin da ve brisht, ny cast gys ynnyd elley. ","must be broken, or bent towards another place."
"Obbraghyn elley ta feme trooid y ghaar, ","Other jobs are needed throughout the garden,"
"jesh dy ve jeant ayns allee, raad, as bayr. ","apt to be done, in avenue, road and track."
"Obbyr aashagh! Foast ymmyrchagh ve jeant,","Easy work! Still necessary to do,"
"as er nyn vaill, cha bee oyr ain dy phlaiynt. ","and as for our wages, we’ll have no cause for complaint."
"Ta traa ry heet foast, ayn ver Jee dooin cloan, ","There is still time to come, in which God will give us children,"
’s laueyn gys obbyr cha bee arragh goaun.   [1174] ,and hands to work will no longer be scarce.
,
[EVE],[EVE]
"‘My ghraih,’ dooyrt Aue, ‘my nee-oo my choyrle y ghoaill,ö [1175]","‘My love,’ said Eve, ‘if you will take my advice"
"rheynn mayd nyn obbyr, ny slooid ayns un voayl   ý ","we will divide our work, lest if we are together"
"cooidjagh my vees mayd, traa nee surranse coayl;   ø","in one place, time will be wasted;"
"jeem’s vees ayds boggey, rhyts beem’s booiagh cloie, ","you will have enjoyment of me, I will be glad to play with you."
"Shen aashagh jeant ve, faagit gys yn oie.  [1176]","That can readily be done, left till night-time."
"Gow uss ny biljyn gys dty churrym hene, ","You take the trees for your own task,"
"goym’s ny poseenyn as ny blaaghyn meen, ","I’ll take the blossoms and the delicate flowers,"
"as ec nyn mwaag reesht, munlaa, veeitym rhyt,   [1177]","and at our bower, at midday, I will meet you again,"
"’s jeh messyn millish, jinnair aarlym dhyt.’",and I will prepare a dinner for you of sweet fruit.’ 
,
ADAM [1178],ADAM
"‘Ta’n ard-hraitoor er vrishey ass prussoon, ","‘The arch-traitor has broken out of captivity,"
"lane eulys, olkys, noidys, as pushoon. ","full of fury, evil, enmity, and venom."
"T’eh tushtagh jeant dy vel Niau caillit choiee, [1179]","He has realized that Heaven is forever lost,"
"’s oï’n Ooill’-niartal, nagh vel cooilleen erbee.","and that, against the Almighty, there is no revenge to be had."
"As tra nagh vod eh’n cooilleen shen y ghoaill, ","And when he cannot take that revenge,"
t’eh giall er shinyn nyn maynrys neesht y choayl.  [1180],he proposes that we too shall lose our joy.
"Dy vel eh’r-gerrey, ta Jee er chur hooin fys.   ","God has sent us information that he is close,"
Cre’n boayl? cre’n cummey? Alass! Te gyn-yss. ,What place? what form? Alas! It is unknown.
"Choud’s ta shin cooidjagh, sloo hoiys mayd jeh. ","While we are together, we shall have less concern for him."
Bee’n gaue ny smoo my vees uss shooyl er-lheh. ,The danger will be greater if you are walking apart.
"Tra voll eh ainlyn gial fo sooill nyn jiarn, ","Considering he deceived shining angels under their lord’s eye, [1181]"
cre’n saase nagh jean eh oï’n annoonid ain? ,what means will he not use against our frailty?
As nish ta’n dreamal dorghey dinsh oo dou ,And now the dark dream you related to me
cur keint dy ghooyt dy vod eh shin ’chur mow.’,gives a sort of foreboding that he can destroy us.’
,
AUE,EVE 
"‘Nagh vel shin crooit lurg eer co-chaslys Yee,    [1182]","‘Are we not made after the very image of God,"
"fir’nagh, cair, creeney jeant, oï noid erbee? ","made true, righteous, wise, against any enemy?"
"Kinjagh ve agglagh, ta mee-vaynrys wooar.   ",Always to be fearful is a great sadness.
Bare dooin un cheayrt jeeaghyn da’n Noid nyn booar.,"It would be better for us once and for all, to show the Fiend our power."
"Foast mish s’annooney, as ta mee ny saa, ","Yet, though I am weaker, and younger,"
ar-lhiam dy voddin eddin y chur da.     [1183],I believe I could withstand him.
"Bwoailt lesh nearey, dy jinnagh ben eh’r chea,    [1184]","Struck by shame that a woman could put him to flight,"
veagh shin veih ’chialgyn as veih ’chroutyn rey. ,we would be rid of his deception and his tricks. 
"Son ooilley ’noidys, cha goym’s aggle roish.","Despite all his enmity, I will not be afraid of him."
Jee ver dou niart dy chooilleen my hirveish.’,God will give me strength to fulfil my duty.
,
ADAM,ADAM
‘Ren Jee ny ainlyn jeh stoo share na ooir ,‘God made the angels of better material than the earth
"jeh va shin crooit, [myr shen] cha vel nyn booar   [1185]","we were created from, so our power is not"
"ayns niart goll-roo, as foast ren y Drogh Yeih","in strength like theirs, and yet the Evil One"
ainlyn y violagh lesh dy vrishey’n leigh. ,induced the angels with [his power] to break the law.
"Eisht te lhie orrin, myr s’anooiney shin,   [1186]","Then it is our responsibility, as we are weaker,"
"ve er nyn dwoaie ny oï ta trooagh mooin, ","to be on our guard against him who is envious of us,"
"ny slooid, my nee mayd, myr ren adsyn neesht, ","lest, if we too, as they did,"
"leigh Yee y vrishey, as shin hene ve brisht. ","break the law of God, we ourselves are routed."
"Jee, trooid e chreenaght, daag dhyt dt’ aigney free, ","God, through his wisdom, granted you your free will,"
"shass, as t’ou saue, tuit as t’ou caillit choiee.’   [1187]","stand [firm], and you are safe; fall, and you are damned for ever.’"
,
AUE,EVE
"‘Mooar ta nyn maynrys, shegin dooin [shen] ’ghoaill-rish, [1188]","‘Great is our joy, we must admit, "
agh te corragh as fegooish shickyrys. ,but it is precarious and insecure.
Dy baillish Jee gyn v’er chur ayns nyn booar ,If only God had chosen not to have put it in our power
"dy huittym veih, eisht veagh shin saue dy liooar.’","to stray from him, then we would be quite safe.’"
,
ADAM,ADAM
"‘Shen saillish Jee, shegin dooin ve booiagh lesh. ","‘What God chooses, we must be content with."
"Dy phlaiynt e chreenaght, cha bee coontit jesh.",To complain about his wisdom will be considered unseemly.
Cretoor da ’chrootagh vees neu-viallagh ,A creature who is disobedient to his creator
ta feeu veih ’vaynrys dy ve tilgit magh.,deserves to be expelled from his joy.
"As ’skyn dagh bio, ec dooinney ta resoon, ","And above every living thing, man has reason,"
"dy hea veih gaue, as cha nee dy roie ayn.’ ","[by which] to flee from danger, and not to run into it.’"
,
EVE,EVE
"‘Hee’m eisht,’ dooyrt Aue, ‘nagh daittyn lhiat my choyrle, ","‘I see then,’ said Eve, ‘that you are not pleased with my suggestion"
"mish ve er-lheh, as m’ obbyr hene y ghoaill. ","for me to go separately, and undertake my own work."
"Choud’s ta mee mayrt, oï m’aigney, vod my chree ","While I am with you unwillingly, can my heart"
ve aignagh mayrt? Cha vod. Bee’m myr veign skee. ,"be favourable towards you? No, it cannot. I’ll be as if I were weary."
"Agh nish as reesht, goll tammylt ass y raad, ","But if I go off for a while from time to time,"
"ga nagh bee’n thooill, yn cree vees kinjagh ayd, ","although you won’t have my eye, you will always have my heart,"
"as meeiteil reesht, graih vees er n’aase ny s’choe,    [1189]","and when we meet again, [my] love will have grown warmer,"
"sthill gaase ny smoo, myr smoo te cummit fo.’ ","growing yet greater, the more it is controlled."
,
ADAM,ADAM
"‘O Ven, ta Jee er n’yannoo dagh nhee mie,    [1190]","‘O Woman, God has made everything good,"
"mie son yn obbyr v’ad jeant, mooie as sthie. ","made well for the job, physically and spiritually. [1191]"
Dooinyn t’eh er churt tushtey dy scapail   [1192],He has given us understanding of how to rescue
nyn girp veih gortagh dy vod cheet nyn guail ,our bodies from any injury that can come our way
"veih cheu-mooie; as cheu-sthie t’ain resoon, ","from outside, and within us we have reason,"
dy hea veih olkys dy bee chebbit dooin. ,[by which] to avoid any harm that may be offered to us.
"Foast fo cootagh mie foddee olk ve follit,   ","Yet, evil can be hidden under a good disguise,"
"as fo scaa resoon, tushtey hene ve mollit.","and, under the semblance of reason, intelligence itself can be deceived."
"Agh jeh resoon, my nee mayd ymmyd cair, ","But reason, if we make right use of it,"
ynsee eh dooin shin hene ’reayll ass danjeyr.,will teach us how to keep ourselves out of danger.
"Shoh m’ aggle jeeds, dy vod foall y volteyr ","This is my fear for you, that the cunning of the deceiver"
"dty resoon ’chassey veih e hushtey cair, ","may twist your reason from its right understanding,"
ayns ynnyd mie dy jean oo olk y reih; ,"so that, instead of good, you will choose evil;"
"lurg dty vee-rioose, dy doill oo pian y leigh. ","that you will earn the penalty of the law, in accord with your imprudence."
"Shooill, nish ta coyrle ayd. Lhig neu-loghtynys   [1193]","Walk off, now you have advice. Let innocence"
"ve sthill dty heshey, ny jean paartail rish. ",be always your companion; do not depart from it.
As nagh jean Jee shen ’chur my lieh son foill ,And let God not set it to my charge as a fault 
dy nee trooid graih ta mee cur kied dhyt goll!’,that it is through love that I allow you to go!’
,
"Myr shoh lesh kied veih Adam, Aue paartail,   [1194]","So with permission from Adam, Eve departed, "
gyn scoagh roish noid dy voddagh cheet ny quail;  [1195],"fearless of any enemy that might come her way, "
"sooill ghraihagh Adam kinjagh urree geiyrt, ","Adam’s loving gaze continually following her,"
"gys ghow ny biljyn chiu ee veih e reayrt, ",until the dense trees took her from his view.
"shar trooid dagh allee, ’h-obbyr ren ee ’ghoaill, ","Forward along each path she pursued her task,"
kiartagh poseenyn ’s blaaghyn ayns dagh boayl.   [1196],tidying blooms and flowers in each place.
"Rish shoh va Satan follit ’syn ard-nieu, ","At this point Satan was disguised as the snake,"
"(myr ta dagh foalsaght, gys y laa ta jiu) ","(as is all perfidy, to this day)"
"sollys as aalin, fud poseenyn snaue.   [1197]","gleaming and beautiful, creeping among the flowers."
Hrog eh e chione bwaagh ard gys shilley Aue.   [1198],He raised high his handsome head to Eve’s sight.
Trooid thammagyn dy vlaaghyn ren eh chea ,Through shrubs of flowers he fled
myr veagh goaill aggle dy vaikagh ee eh; ,as if afraid that she would see him.
"ish jeh goaill yindys, son cha vaik ee roïe ","She was amazed by him, for she had never seen   [1199]"
cretoor cha aalin fud ny bielloo cloie.    [1200],a creature so beautiful playing among the animals. 
"As v’eh cha foalsey myr sthill dy ve chea, ","And he was so deceptive as always to be running away,"
"breagey nyn moir, gys shilley Billey’n Vea ","tricking our mother, towards the sight of the Tree of Life "
"—eh shen va sarit voue, er-gerrey da, ","—that one which was forbidden them, close by it,"
"laadit lesh mess, lesh duilley, as lesh blaa, ","laden with fruit, with leaf, and with blossom,"
"ec yn un cheayrt. Maskey ny h-ooylyn elley,   [1201]",all at the same time. Among the other apples
"trooid magh yn orchard, cha vaik rieau e shilley.   [1202]","throughout the orchard, her eyes never saw [the like].  [1203]"
"Eisht yn ard-nieu, seose mysh y villey snaue ","Then the snake, creeping up around the tree,"
lesh feacklyn dowil (son cha row echey laue),with fierce teeth (for he had no hand)
"phluck eh lesh ooyl dy daaney, as snaue neose ","boldly plucked himself an apple, and creeping down"
"stiagh fo ny blaaghyn mollagh, chosn eh roish.   [1204]","in under the bushy flowers, he made his escape. "
"Creau mooar ’s aggle ghow er nyn moirree greme,  [1205]","A great trembling and fear took hold of our grandmother,"
as jeeaghyn lurg yn ard-nieu myr shoh geam: ,"and looking after the snake, she cried out thus:"
,
AUE,EVE
‘Vaagh! Kys by-lhoys dhyt gyndyr er y vess ,‘Animal! how dare you feed on the fruit
ta tayrn ort fine dowil ’s errey piantagh lesh? ,that incurs for you a cruel penalty and a painful burden with it!
"Yn baase dty hoilliu! O cre cha agglagh te,     [1206]","Death is what you deserve! Oh how terrible that is,"
