English,Manx
5 My soule hath long dwelt among them : that bee enemies unto peace.,5. Ta m’ anym er vaghey foddey nan maskysyn : ta nan noidjyn dy híi.
that bee] 1662 that are,
"6 I labour for peace, but when I speake unto them thereof : they make them ready to battell.","6. Ta mi gobraghy erson shíi, agh nar liorym riusyn ié shen : t’ ayd d’ an ianw héyn arlw gys kage."
,
,
Leuaui oculos. Psal. 121.,Levaui oculos. psal. 121.
I will lift up mine eyes unto the hilles : from whence commeth my helpe.,1. Trogym syas my hwilyn gys ny knwick : vei ta mi ghwyney chíit.
2 My helpe commeth even from the Lord : which hath made heaven and earth.,2. Ta my ghwyney chíit gy jarw vei yn Chiarn : ta ern’ ianw neaw as tallw.
which] 1662 who,
"3 He wil not suffer thy foote to be mooved : and hee that keepeth thee, will not sleepe.","3. Gha vwlli é tdy ghass dy ve erna skwghey : as eshyn ta dy tdy ríals, gha jean e kadly."
"4 Behold, he that keepeth Israel : shall neither slumber nor sleepe.","4. Jéagh, gha jean eshyn ta frial Israel : sevínagh na kadly."
5 The Lord himselfe is thy keeper : the Lord is thy defence upon thy right hand;,5. She yn Chiarn héyn t’ ’er kawdi : she yn Chiarn t’ endéel er tdy law iesh;  
6 So that the Sunne shall not burne thee by day : neither the Moone by night.,6. Marshen nagh losk yn grian ẃ ayns y lá : na yn éask ayns yn yi.
"7 The Lord shall preserve thee from all evill : yea, it is even he that shall keepe thy soule.","7. Frialẏ yn Chiarn ẃ vei gygh wlly olk : ta mi grá, she eshyn gy jarw rialys t’ anym."
8 The Lord shall preserve thy going out and thy coming in : from this time foorth for evermore.,8. Friali yn Chiarn dy goll magh as dy híit schiagh : vei yn iérish sho magh erson gybrágh. 
,
,
Lætatus sum. Psal. 122.,Letatus sum. [psal.] 122.
I was glad when they said unto me : Wee will goe into the house of the Lord.,1. Va mi gannoil trá dwyrt áyd rwyms : héid méid gys tyei yn Chiarn.
2 Our feet shal stand in thy gates : O Hierusalem.,2. Shassi nan gassyn aýn tdy gorsyn : O Jeriusalem.
3 Hierusalem is built as a Citie : that is at unitie in it selfe.,3. Ta Jeriusalem trogit mar ayrd valley : ta ag anánys ayns héyn.
"4 For thither the Tribes goe up, even the Tribes of the Lord : to testifie unto Israel, to give thanks unto the Name of the Lord.","4- Erson aynshen ta ny kynaghyn dol sýas, gy jarw kynaghyn yn Chiarn : dy ymmyrke feanish dy Israel, dy hoyrt bwias dy enym yn Chiarn."
5 For there is the seat of Judgement : even the seat of the house of David.,5. Erson aynshen ta ynyd sei ny brwinys : gy jarw ynyd syěi tei Gavid.
,tei] ms. dy
6 O pray for the peace of Jerusalem : they shall prosper that love thee.,6. O gowigi padjer erson shíi Jeriusalem : heid áyd gy mei ernan dossagh shuney lesh us. 
that] 1605 tha,
7 Peace be within thy walles : and plenteousnesse within thy palaces.,7. Gy row shíi er leyf styei tdy vallaghyn : as palchys er leyf styei dy tdy phlásyn. 
,shíi] ms. Jih
8 For my brethren and companions sakes : I will wish thee prosperitie.,8. Erson gráyi my vráeraghyn as my hessaghyn : niyms ráh mei y howlaghey dwitch.
"9 Yea, because of the house of the Lord our God : I will seeke to doe thee good.","9. Ta mi grá, erson tyei yn Chiarn nan Iíh : shyrrym dy ianw mei dwitch."
,
,
Ad te leuaui oculos meos. Psal. 123. ,Ad te levaui oculos. psal. 123.
Unto thee lift I up mine eyes : O thou that dwellest in the heavens.,1. Hwyds ta mí trogel sýas my hwilyn : O us ta vaghey ayns ny neawaghyn.
"2 Beholde, even as the eyes of servants looke unto the hand of their masters, and as the eyes of a mayden unto the hand of her mystresse : even so our eyes waite upon the Lord our God, untill he have mercy upon us.","2. Jeagh, gy jarw mar ta sẃylyn shérvayntyn jeaghyn gys láẁ nan meistryn, as mar swilyn innivýyl gys law y ben veistyr : gy jarw marshen ta nan swilyn farkiaght er yn Chiarn nan Iíh, naggydere ní é myghin orwin."
"3 Have mercie upon us, O Lord, have mercie upon us : for we are utterly despised.","3. Jean myghin orwin, O Hiarn, jean myghin ořrwin : erson ta róo vegg dy heiaghe juiniyn."
4 Our soule is filled with the scornefull reproofe of the wealthy : and with the despitefulnesse of the proud.,4. Tá nan anym liénit rish aghsan knáidjóil ny dene berchiagh : as rish sproght ny deney morniagh.
,
,
Nisi quia Dominus. Psal. 124.,Nisi quia Dominus. psal. 124.
"If the Lord himselfe had not bene on our side (now may Israel say :) if the Lord himselfe had not bene on our side, when men rose up against us;","1. Agh y be va yn Chiarn héyn er nan jef, nish ’odys Israel y grá : agh y be va yn Chiarn héyn er nan jeyf, nar jirri déney shúas nan nýoi;"
2 They had swallowed us up quicke : when they were so wrathfully displeased at us.,2. Veagh ayd er nan slwggey sýas biô : nar v’ áyd gho fargẃyl jumwiagh rwin. 
"3 Yea, the waters had drowned us : and the streame had gone over our soule.","3. Ta mi gra, veagh ny hẃiskaghyn er nan máyg : as yn strẃ er noll harrish nan anym."
4 The deepe waters of the proude : had gone even over our soule.,4. Véagh wiskey doun yn slyei vorniagh : er noll gy jarw harrish nan anym.
5 But praised be the Lord : which hath not given us over for a pray unto their teeth.,5. Agh mollíit gy row yn Chiarn : nagh vel er nan doyrt shwiniyn harrish ghon krágh gys nan viěkylyn.
which] 1662 who,krágh] ms. kráh
"6 Our soule is escaped, even as a birde out of the snare of the fouler : the snare is broken, and we are delivered.","6. Ta nan anym er shaghny, gy jarw mar éyn magh as ribbe yn fer marw éyn : ta yn ribbe brist, as ta shwiniyn lifreit. "
,
7 Our helpe standeth in the Name of the Lord : which hath made heaven and earth.,7. Ta nan gwney shassw ayns enym yn Chiarn : ren neaw as tallw.
which] 1662 who,
,
,
Qui confidunt. Psal. 125.,Qui confidunt. psal. 125.
"They that put their trust in the Lord, shall be even as the mount Sion : which may not be remooved, but standeth fast for ever.","1. Aydsyn ta toyrt nan dreistéel ayns y Chiarn, bi ayd gy jarw mar knock Seion : nagh vodd ve er ny skwghy, agh shassw gy sickyr erson gybragh."
,ny skwghy] ms. yn skwghy
"2 The hilles stand about Hierusalem : even so standeth the Lord round about his people, from this time foorth for evermore.","2. Ta ny knwick shassw magiyrt Jeriusalem : gy jarw marshen ta yn Chiarn shassw krẃn magiyrt y phobyl, veí yn trá sho magh erson gybragh."
3 For the rod of the ungodly commeth not into the lot of the righteous : lest the righteous put their hand unto wickednesse.,3. Erson gha vell slatt y niaw ghrawi chíit gys kranghyr yn klyei ghrawi : nagh derr yn slyei ghráwi nan law gys olkys. 
"4 Doe well, O Lord : unto those that bee good and true of heart.","4. O Hiarn, jean gy mei : dawsyn ta mei as firrinagh dy ghri."
bee] 1662 are,
5 As for such as turne backe unto their owne wickednes : the Lord shal leade them forth with the evil doers; but peace shal be upon Israel.,5. Agh erson léid as ta chyndá er gẃl gys nan olkys héyn : líidji yn Chiarn aydsyn magh marish yn slyei ta janw olk; agh bíi shíi er Israel. 
,
The xxvii. day.,Yn xxvii. la.
Evening prayer.,Aspyrt.
In conuertendo. Psal. 126.,In convertendo. psal. 126.
When the Lord turned againe the captivitie of Sion : then were we like unto them that dreame.,1. Nar hyndá yn Chiarn ríist kapy Seion : éish va shwiniyn kasly riusyn ta brynládi.
2 Then was our mouth filled with laughter : and our tongue with joy.,2. Éis va nan méal líint rish géary : as nan jange rish boggey.
3 Then saide they among the Heathen : The Lord hath done great things for them.,3. Eis dẃyrt áyd masky ny hangristíin : ta yn Chiarn ern’ ianw redyn mẃary er-nan-son.
"4 Yea, the Lord hath done great things for us already : whereof we rejoyce.","4. Ta mi grá, ta yn Chiarn ern ianw redyn mẃayry er nan son hanna : ie ta shwin goyl bogey."
"5 Turne our captivitie, O Lord : as the rivers in the South.","5. Chynda nan gapy, O Hiarn : mar ny strẃanyn ayns y jass."
6 They that sow in teares : shall reape in joy.,6. Aydsyn ta kwrr ayns jóèyr : bwnni áyd ayns bogey.
"7 Hee that now goeth on his way weeping, and beareth foorth good seed : shall doubtlesse come againe with joy, and bring his sheaves with him.","7. Eshyn ta nish doll er y ráyd kẃo, as ta jimmyrke magh rass méi : gyn ymné, higg é ríist rish bogey as ver e lesh y vwíninyn."
,
,
Nisi Dominus. Psal. 127.,Nisi Dominus. psal. 127.
Except the Lord builde the house : their labour is but lost that build it.,1. Managh drogg yn Chiarn y tyei : gha vel yn obyr acksyn agh kalchey ta dy hrogyl é.
2 Except the Lord keepe the Citie : the watchman waketh but in vaine.,2. Managh vríal yn Chiarn yn ayrd valle : ta yn fer are dwyske ayns fardayl.
"3 It is but lost labour that ye haste to rise up earely, and so late take rest, and eate the bread of carefulnesse : for so he giveth his beloved sleepe.","3. Gha vel e agh obyr kallchey gy jean shiu seir dy irri sýas gy moghe, as marshen gy hamnagh dy góyl fé, as dy íi aran yn ymné : erson marshen te toyrt kadly da er grayigoil. "
"4 Loe, children and the fruit of the wombe : are an heritage and gift that commeth of the Lord.","4. Jeagh, klawn as meass ny brónniy[258] : she eirys áyd as toyrtys ta chíit vei yn Chiarn."
5 Like as the arrowes in the hand of the Giant : even so are the yong children.,5. Mar ny seijyn ayns law foyr : marshen ta yn klawn agy.
,
6 Happy is the man that hath his quiver full of them : they shall not bee ashamed when they speake with their enemies in the gate.,6. Banníit ta yn dwyne ag vel y ghéver layn ju : gha gow ayd náre narr loyrys ayd rish nan noidjyn ayns y dorrys.
,loyrys] ms. liórish
,
,
Beati omnes. Psal. 128.,Beati omnes. psal. 128.
Blessed are all they that feare the Lord : and walke in his wayes.,1. Banníit ta aydsyn wlly ta goyl agyl d’ yn Chiarn : as gimmiaght ayns y raydjyn-syn.
"2 For thou shalt eate the labours of thine handes : O well is thee, and happy shalt thou be.","2. Erson íit ẃ obeyraghyn dy lawyn : O s’ méi tóẁ, as smaynry víis ẃ."
3 Thy wife shal be as the fruitfull Vine : upon the walls of thine house.,3. Bíi tdy ven mar yn bille phieny messoil : er ballaghyn tdy hyei;
4 Thy children like the Olive branches : round about thy table.,4. Tdy ghlawn mar banglányn yn ólyf : krwǹ magiyrt tdy voyrd.
"5 Loe, thus shall the man bee blessed : that feareth the Lord.","5. Jeagh, marshó víis yn dẃyne baníit : ta góyl agyl d’ yn Chiarn."
6 The Lord from out of Sion shall so blesse thee : that thou shalt see Hierusalem in prosperitie all thy life long.,6. Baníi yn Chiarn us marshen magh as Sion : gy vaick ẃ Jeriusalem ayns maýnrys ry dy hýyl wlly.
"7 Yea, that thou shalt see thy childrens children: and peace upon Israel.","7. Ta mi grá, gy váick us klawn dy ghlenniy : as shíi er Israel."
,
,
Sæpe expugnauerunt. Psal. 129.,Sepe expugnauerunt. [psal.] 129.
Many a time have they fought against me from my youth up : (may Israel now say.),1. Sh’ immy kiy̌rt ren áyd kagey m’ ýoi vei m’ agid shýas : nish odys Israel y grá; 
"2 Yea, many a time have they vexed me from my youth up : but they have not prevailed against me.","2. Sh’ immy kiyrt, ta mi grá, t’ áyd er my hyaghyn vei m’ agidj shúas [: ...][259]"
3 The plowers plowed upon my backe : and made long furrowes.,3. Ren ny hérynyn[260] tréaw[261] er my gryim : as ren ayd krighyn liáwr.
,
4 But the righteous Lord : hath hewen the snares of the ungodly in pieces.,4. Agh ta yn Chiarn káyragh : ern’ giarr̀y ribbaghyn yn niawghrawi nan stwćkaghyn.
,stwćkaghyn] ms. skwćkaghyn
5 Let them bee confounded and turned backward: as many as have evill will at Sion.,5. Ligg aw ve er nan doyrt gys nayre as er nan jyndá er gẃl : ghwilin as ta drogh agny ack gys Seion.
,
6 Let them bee even as the grasse growing upon the house tops : which withereth afore it be plucked up;,6. Ligg aw ve gy jarw mar yn féer gáas er mẃlagh ny deiyn : ta fiogh ma bíi e erna harn shúas;
"7 Whereof the mower filleth not his hand : neither hee that bindeth up the sheaves, his bosome.",7. Iê nagh vell yn phalỳder[262] liény y law : ghamw eshyin ta kaingly sýas ny bẃinninyn y oghrys.
"8 So that they who go by, say not so much as, The Lord prosper you : we wish you good lucke in the Name of the Lord.","8. Marshen nagh vel aydsyn ta dol shaghey grá ghwish shen as, yn Chiarn dy riagh[263] reyf : ta shwin sowlaghy aií mei díífs ayns enym yn Chiarn."
,
,
PSALM 130.,
De profundis. Psal. 130.,De profundis. psal. 130
Out of the deepe have I called unto thee (O Lord :) Lord heare my voyce.,"1. Magh as y díifnid jei mi hwyds, O Hiarn : Hiarn, klwin my ghorá."
2 Oh let thine eares consider well : the voyce of my complaint.,2. O ligg e tdy ghlúeshyn taskey mei y hóyrt : gys kóra m’ akkan.
"3 If thou Lord wilt bee extreme to marke what is done amisse : O Lord, who may abide it?","3. Ma víist us, O Hiarn, róo hiǎn dy hoyrt taskey kre ta jeant gy hagáragh : O Hiarn, quei odys y hyrrell e? "
4 For there is mercy with thee : therefore shalt thou be feared.,4. Erson ta myghin mayrts : shennyfá víis agyl erna góyl royds.
5 I looke for the Lord; my soule doeth waite for him : in his word is my trust.,5. Ta mi jeaghin erson y Chiarn; ta m’ anym farkiaght er : ayns y okylsyn ta my hreistéel.
"6 My soule fleeth unto the Lord : before the morning watch, I say, before the morning watch.","6. Ta m’ anym getlagh gys y Chiarn : reyfs yn are voghrey, ta mi gra, roish are yn voghrey. "
"7 O Israel, trust in the Lord, for with the Lord there is mercy : and with him is plenteous redemption.","7. O Israel, treist ayns y Chiarn, erson marish yn Chiarn ta myghin : as marish-syn ta fýasly ríist palchey."
8 And he shall redeeme Israel : from all his sinnes.,8. As lifreei eshyn Israel : vei y pekaghyn wlly.
,
,
"Domine, non est. Psal. 131.",Domine non eﬆ. psal. 131.
"Lord, I am not high minded : I have no proud lookes.","1. Hiarn, gha vel mi d’ agney ayrd : ghá vel vegg ny silliaghyn morniagh aym."
2 I doe not exercise my selfe in great matters : which are to high for me.,2. Gha vel mi dy my ghliaghty héyn ayns kwyshyn mẃary : ta róo ayrd dow.
"3 But I refraine my soule, and keepe it low, like as a childe that is weaned from his mother : yea, my soule is even as a weaned childe.","3. Ta mi kwmmel m’ anym da ríal ishill, kasly rish lianw ta erna ghwrr vei kígh y váyry : gy sickyr, ta m’ anym gy jarw mar lianw chyrbáỳt."
,kígh y váyry] ms. kig ’sy váyry 
4 O Israel trust in the Lord : from this time foorth for evermore.,"4. O Israel, treist ayns y Chiarn : vei yn ierish sho magh erson gybragh. "
,
The xxviii. day.,Yn xxviii. la.
Morning prayer.,Ayryn.
Memento Domine. Psal. 132.,Memento domine. [psal.] 132.
"Lord, remember David : and all his trouble;","1. O Hiarn, kwini er David : as y hyaghyn wlly;"
,hyaghyn] ms. syaghyn
2 How he sware unto the Lord : and vowed a vowe unto the Almightie God of Jacob;,2. Kyns lẃ e d’ yn Chiarn : ás hwgg e briéry dy Iíh wlly gniartoil Iacob:
3 I will not come within the tabernacle of mine house : nor clime up into my bed;,3. Gha jiggyms er leyf styei dy ghabban my hyěi : na gha jeyms shúas gys my labbi;
"4 I will not suffer mine eyes to sleepe, nor mine eye lids to slumber : neither the temples of my head to take any rest;","4. Gha syrrym my hwilyn dy ghadly, na ferwghyn my hwyly dy ianw sevínaght : na chiampyl my ghiin dy góyl fe erbí;"
,hwilyn] ms. ghwilyn
5 Untill I finde out a place for the Temple of the Lord : an habitation for the mightie God of Jacob.,5. Naggedere ióỳms magh ynyd ghon chiampyl yn Chiarn : ynyd vaghey ghon Iíh wlly gniartoil Iacob. 
"6 Loe, we heard of the same at Ephrata : and found it in the wood.","6. Jeagh, ghýyl shwin iê shen kedyn ag Ephrata : ass heyr shwin e ayns y ghélliy."
7 We will goe into his Tabernacle : and fall low on our knees before his footestoole.,7. Heid meid schiagh ayns yn ghabban aglysh aggesyn : as twitt meid gy hishil er nan glẃnyn féanish stoyl y ghassyn.
,Heid] ms. Híi
"8 Arise, O Lord, into thy resting place : thou, and the Arke of thy strength.","8. Irri, O Hiarn, gys t’ ynyd fé : us, as arg tdy gniart."
9 Let thy Priests bee clothed with righteousnesse : and let thy Saints sing with joyfulnesse.,9. Ligg e tdy hagartyn ve komrit rish káyrys : ass ligg e tdy nẃghyn orayn y goyl rish bogey.
,Ligg e tdy hagartyn] ms. ligge dy tdy hagartyn
10 For thy servant Davids sake : turne not away the presence of thine Anointed.,10. Erson grayi dy hervaynt David : na chyndá er shiul edyn tdy ghríist.
11 The Lord hath made a faithfull othe unto David : and he shall not shrinke from it;,11. Ta yn Chiarn ern ianw briar firrinagh dy Gavid : as gha jean e schyrr[264] vei.
12 Of the fruit of thy body : shall I set upon thy seate.,12. Dy veass tdy ghallyn : heiyms er t’ ynyd [syei].
"13 If thy children will keepe my Covenant, and my Testimonies that I shall learne them : their children also shall sit upon thy seat for evermore.",13. Ma riélys tdy ghlawn my ghẃnaynt as my iénishyn ynsiym daw : syii yn ghlawn ack níist er t’ ynyd ýasyl erson gybragh.
,riélys] ms. riéfs; iénishyn] ms. iéishyn; syii] ms. sydii
14 For the Lord hath chosen Sion to bee an habitation for himselfe : he hath longed for her.,14. Erson ta yn Chiarn er ry̌ei Seion dy ve na ýnyd vaghey da héyn : té ern góyl fodiaght er-y-son.
"15 This shall be my rest for ever : here wil I dwell, for I have a delight therein.","15. Shó víis m’ éé erson gybrágh : aynshó níỳm vaghey, erson ta tatnys aym áyn."
16 I will blesse her vitailes with increase : and wil satisfie her poore with bread.,16. Baníim y bíi rish bishagh : as liénym y boghtyn rish aran.
17 I will decke her Priests with health : and her Saints shall rejoyce and sing.,17. Kařríỳm y sagartyn rish sláynt : as níi y nẃyn bogey y goyl as oráyn.
18 There shall I make the horne of David to flourish : I have ordeined a lanterne for mine anoynted.,18. Aynshen verryms er erick Gávid bláa y hoyrt magh : ta mi ern’ ianw arlw landéer dy my ghríist.
"19 As for his enemies, I shall clothe them with shame : but upon himselfe shall his Crowne flourish.",19. As erson y noidjyn niyms aydsyn y ghomry rish nayre : agh er héyn níi y attaghan bláa. 
,
,
Ecce quàm bonum. Psal. 133.,Ecce quam bonum. psal. 133.
Behold how good and joyful a thing it is : brethren to dwel together in unitie.,1. Jeagh ghó mei as gannoil yn red as t’ e : bráeraghyn dy vaghey kwjaght ayns anánys.
"2 It is like the precious oyntment upon the head, that ranne downe unto the beard : even unto Aarons beard, and went downe to the skirts of his clothing.","2. Te kasly rish yn ẃil gýèr er y ghian ren ryi shíis gys yn éssayg : gy jarw gys féssáyg Aaron, as hill shíis gys skýyrtyn y ydagh."
,
3 Like as the dew of Hermon : which fel upon the hil of Sion.,3. Kasly rish driŵght Hermon : shen hw̌itt er knock Seion.
4 For there the Lord promised his blessing : and life for evermore.,4. Erson aynshen iall yn Chiarn y vanaght : as béé erson gybragh.
,
,
Ecce nunc. Psal. 134.,Ecce nunc benedicite. psal. 134.
Behold (now) praise the Lord : all ye servants of the Lord;,"1. Jeagh nish, moligi yn Chiarn : wlly shiusse shervayntyn yn Chiarn;"
2 Ye that by night stand in the house of the Lord: even in the Courts of the house of our God.,2. Shiusse ta ayns yn ýi shassw ayns ty̌ei yn Chiarn : gy jarw ayns kẃrtyn ty̌ei nan Iíh. 
,shassw] ms. (Moore) shassy
3 Lift up your handes in the Sanctuary : and praise the Lord.,3. Trogigi sýas nan lawyn ayns yn ynyd ghasserick : as molligi yn Chiarn.
4 The Lord that made heaven and earth : give thee blessing out of Sion.,4. Yn Chiarn ren neaw as tallw : dy hoyrt dwitch banaght magh as Seion.
,
,
Laudate Nomen. Psal. 135.,Laudate nomen. psal. 135.
"O praise the Lord, laude ye the Name of the Lord : praise it, O ye servants of the Lord;","1. Molligi yn Chiarn, molligi enym yn Chiarn : moligi é, O shiusse er-mwinjere yn Chiarn;"
2 Ye that stand in the house of the Lord : in the Courts of the house of our God.,2. Shiuss ta shassw ayns tyěi yn Chiarn : ayns kẃrtyn tyi nan Iíh.
"3 O praise the Lord, for the Lord is gracious : O sing praises unto his Name, for it is lovely.","3. O molligi yn Chiarn, erson ta yn Chiarn grásoil : O gowigi oráyn molley dâ enymsyn, erson te grayiygh."
4 For why? the Lord hath chosen Jacob unto himselfe : and Israel for his owne possession.,4. Erson kamma? ta yn Chiarn er rýèi Jakob da héyn : as Israel ghon y eirys heyn.
5 For I know that the Lord is great : and that our Lord is above all gods.,5. Erson ta fyss aym gy vell yn Chiarn mẃar : as gy vel yn Chiarn ayniyn erskyn dygh wlly iih.
"6 Whatsoever the Lord pleased, that did hee in heaven and in earth : and in the sea, and in all deepe places.","6. Kre erbí by vẃias lesh yn Chiarn, shen ren e ayns neaw as ayns y tallw : as ayns yn arkey, as ayns gygh wlly ynyd dowin."
,by] ms. y (preceding b deleted?)
"7 Hee bringeth foorth the cloudes from the endes of the world : and sendeth foorth lightnings with the raine, bringing the winds out of his treasures.","7. Te tóyrt magh ny bojalyn vei kíin yn týyl : as te toyrt magh ainilyn tarniagh lesh flaghey, toyrt ny gý-yn magh as y haschaghyn."
,y haschaghyn] ms. ny haschaghyn
8 He smote the first borne of Egypt : both of man & beast.,8. Voǎll e wlly rwgg hoshiagh ayns Ejipt : dy gẃỳne as dy véagh níist.
,Voǎll e] ms. Voǎlly
"9 Hee hath sent tokens & wonders into the mids of thee, O thou land of Egypt : upon Pharao and all his servants.","9. Hwgg e kowraghyn as ientyssyn ayns yn véan ayds, O us hallw Ejipt : er Pháro as y er mwinjere wlly."
10 He smote divers nations : and slew mighty Kings;,10. Voall e ymmydi atiẃnyn : as varrw e ríiaghyn gniartoil;
,
"11 Sehon king of the Amorites, and Og the king of Basan : and all the kingdomes of Chanaan;","11. Sehon ríi dy ny Hammoritin, Ogg ríi Vasan : as wlly ririaghtyn Ghanáan. "
12 And gave their land to be an heritage : even an heritage unto Israel his people.,12. As hwgg eshyn yn tallw acksyn dy ve na éirys : gy jarw éirus dy Israel y phobyl.
"13 Thy Name, O Lord, endureth for ever : so doeth thy memoriall, O Lord, from one generation to another.","13. Ta t’ enyms, O Hiarn, farraghtyn erson gybrágh : margedyn ta dy ghẃney, Ó Hiarn, vei yn shilógh gys anáyn elle. "
14 For the Lord will avenge his people : and be gracious unto his servants.,14. Erson níi yn Chiarn y phobyl y ghwilíny : as bí e grasoil dâ ’yr-mwinjery.
"15 As for the images of the heathen, they are but silver and gold : the worke of mens hands.","15. Myghian jallwnyn ny hangristíin, gha vel ayd agh argyd as áyr : obraghyn lawyn déney."
,
"16 They have mouthes, and speake not : eyes have they, but they see not.","16. Ta beíil ack, as gha vel ayd lóyrt : sẃylyn t’ ack, as gha vaick ayd."
"17 They have eares, and yet they heare not : neither is there any breath in their mouthes.","17. Ta klúasyn ack, as fóost gha glwyn ayd : ghamẃ ta vegg yn anyl ayns nan meil. "
18 They that make them are like unto them : and so are all they that put their trust in them.,18. Ta aydsyn ta d’ ’an ianw ayd kasly riu : as marshen ta aydsyn wlly ta kwrr nan dreistéel áyndw.
19 Praise the Lord ye house of Israel : praise the Lord ye house of Aaron.,"19. Molligi yn Chiarn, shiusse hei Israel : molligi yn Chiarn, shiusse hei Aaron."
"20 Praise the Lord yee house of Levi : yee that feare the Lord, praise the Lord.","20. Molligi yn Chiarn, shiusse hei Levi : shiusse ta góyl agyl d’ yn Chiarn, molligi yn Chiarn."
21 Praised bee the Lord out of Sion : which dwelleth at Hierusalem.,21. Mollíit gy row yn Chiarn magh as Seion : ta vaghey ag Jériusalem.
which] 1662 who,
,
The xxviii. day.,Yn xxviii. la.
Evening prayer.,Aspyrt.
Confitemini. Psal. 136.,Confitemini Domino. psal. 136.
"O give thanks unto the Lord, for he is gracious : and his mercie endureth for ever.",1. Ó kwrrigi bẃias d’ yn Chiarn erson t’ e grasóil : as y vyghin farraghtyn erson gybragh.
2 O give thanks unto the God of all gods : for his mercie endureth for ever.,2. Ó kwrrigi bwias dy Iíh gygh wlly iíh : erson ta y vyghin farraghtyn erson gybragh.
3 O thanke the Lord of all lords : for his mercie endureth for ever.,3. O kẃrrigi bwias dy Hiarn gygh wlly hiarn : érson ta y vyghin farraghtyn erson gybragh.
4 Who onely doeth great wonders : for his mercie endureth for ever.,4. Ta na lymarkan janw ientyssyn mẃayry : erson ta y vyghin farraghtyn erson gybragh;
Which] 1662 Who,
5 Which by his excellent wisedome made the heavens : for his mercie endureth for ever.,5. Ren liórish y ghriníd vẃar ny neaẃaghyn : erson ta y vyghin farraghtyn erson gybragh;
Which] 1662 Who,
6 Which layde out the earth above the waters : for his mercie endureth for ever.,6. Ghwrr magh yn tallw erskyn ny hwiskaghyn : erson ta y vyghin farraghtyn erson gybragh;
Which] 1662 Who,
7 Which hath made great lights : for his mercy endureth for ever;,7. Ren soilshaghyn mwary : erson ta y vyghin farraghtyn erson gybragh;
Which] 1662 Who,
8 The Sunne to rule the day : for his mercy endureth for ever;,8. Yn grien dy réel yn lá : erson ta y vyghin farraghtyn erson gybragh;
9 The Moone and the starres to governe the night : for his mercie endureth for ever.,9. Yn éask as ny rydlagyn dy réel yn ýì : erson ta y vyghin farraghtyn erson gybragh;
,ny rydlagyn] ms. yn rydlagyn
10 Which smote Egypt with their first borne : for his mercie endureth for ever;,10. Voǎil Ejipt marish na rwgg hosiagh ack : erson ta y vyghin farraghtyn erson gybragh. 
Which] 1662 Who,
11 And brought out Israel from among them : for his mercy endureth for ever;,11. As hwgg e magh Israel vei nan masky : erson ta y vyghin farraghtyn erson gybragh.
"12 With a mighty hand, and stretched out arme : for his mercie endureth for ever.",12. Rish law gniartoil as ri shínit magh : erson ta y vyghin farraghtyn erson gybragh.
13 Which divided the red Sea in two parts : for his mercie endureth for ever;,13. Réyn yn farkey Jarg ayns daa arn : erson ta y vyghin farraghtyn erson gybragh.
Which] 1662 Who,
14 And made Israel to goe thorow the middest of it: for his mercy endureth for ever.,14. As hwgg e er Israel dol tryeid yn véyn agge : erson ta y vyghin farraghtyn erson gybragh.
"15 But as for Pharao and his hoste, he overthrew them in the red Sea : for his mercie endureth for ever.","15. Agh erson Phaáro as y heshiaght kagi, hilg e harrish ayd ayns [yn] ayrkey Jarg : erson ta y vyghin farraghtyn erson gybragh;"
16 Which ledde his people thorow the wildernesse : for his mercie endureth for ever.,16. Líid y phobyl trýid yn ’asyght : erson ta y vyghin farraghtyn erson gybragh; 
Which] 1662 Who,
17 Which smote great Kings : for his mercy endureth for ever;,17. Voǎil riaghyn mẃary : erson ta y vyghin farraghtyn erson gybragh.
Which] 1662 Who,
"18 Yea, and slew mightie Kings : for his mercie endureth for ever;","18. As gy jarw, varrw e ríaghyn gniartoil : erson ta y vyghin farraghtyn erson gybragh;"
19 Sehon King of the Amorites : for his mercie endureth for ever;,"19. Sehon, Ríi dy ny Hammoriti : erson ta y vyghin farraghtyn erson gybragh;"
20 And Og the King of Basan : for his mercie endureth for ever;,"20. As Ogg, ríi Vásan : erson ta y vyghin farraghtyn erson gybragh."
21 And gave away their land for an heritage : for his mercie endureth for ever;,21. As hwgg e er shiul nan dallw ghon éirys : erson ta y vyghin farraghtyn erson gybragh;
,
,
22 Even for an heritage unto Israel his servant : for his mercy endureth for ever.,22. Ghon eirys dy Israel y ’er-mẃinjer : erson ta y vyghin farraghtyn erson gybragh;
23 Which remembred us when wee were in trouble: for his mercie endureth for ever;,23. Ghwini orrw̌in nar va shwin ayns syaghyn : erson ta y vyghin farraghtyn erson gybragh; 
Which] 1662 Who,
24 And hath delivered us from our enemies : for his mercie endureth for ever.,24. As lifrée shwin vei nan noidjyn : erson ta y vyghin farraghtyn erson gybragh;.
25 Which giveth food to all flesh : for his mercy endureth for ever.,25. Ta toyrt béaghy dy dygh wlly ’éyl : erson ta y vyghin farraghtyn erson gybragh.
Which] 1662 Who,
26 O give thankes unto the God of heaven : for his mercy endureth for ever.,26. O kwrrigi bwias dy Iíh ny neawaghyn : erson ta y vyghin farraghtyn erson gybragh.
27 O give thankes unto the Lord of lords : for his mercie endureth for ever.,27. O kwrrigi [bwias] dy Hiarn ny jarnyn : erson ta y vyghin farraghtyn erson gybragh.
,
,
